text,label,importance,correlations
"Spain's Sabadell, Bankinter set to join European stablecoin consortium, Expansion says. Spanish lenders Sabadell and Bankinter are planning to join European banks ​that have formed a company to ‌launch a euro-pegged stablecoin in the second half of 2026, Spanish newspaper Expansion reported on Tuesday.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
Rheinmetall shares down 1.8% in premarket trade after Q1 revenue misses expectations. Shares in Rheinmetall were down 1.8% ​in premarket trading on ‌Tuesday after the German defence company reported ahead of ​schedule that first-quarter revenue ​had fallen short of market ⁠expectations.,negative,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
"Diageo's new CEO gets breather as rivals' merger fizzles. Diageo's new CEO Dave Lewis has caught an early break. Merger talks between rivals Pernod Ricard and Brown-Forman have collapsed, removing the threat of a newly enlarged ​challenger just as he tries to steady the world's biggest spirits maker.",neutral,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Exclusive: Tesla faces EU skepticism over automated-driving tech, records show. Tesla CEO Elon Musk has projected confidence that the European Union will soon green-light the carmaker's ""Full Self-Driving"" (FSD) system, but emails from some European regulators show marked skepticism toward the technology and its stated safety ​benefits.",neutral,importante,
"UniCredit posts record quarterly profit as it kicks off Commerzbank bid. Italy's UniCredit on Tuesday posted a much ​higher than expected profit ‌for the first quarter and improved its outlook for ​the year, as it ​kicked off a takeover offer ⁠for Commerzbank in defiance of strong ​German opposition to a merger.",positive,générale,
"Santos says gas tax proposal caused reputational damage to Australia. The head of energy producer Santos on Tuesday said Australia's reputation as a stable destination for energy investment ​has been damaged by a proposal to impose ‌a 25% gas-export tax, even after the federal government stepped back from the plan.",neutral,générale,
"Fresenius Medical Care's revenue falls in Q1 as weak dollar takes toll. Fresenius Medical Care said ​on Tuesday its ‌revenue fell 6% in the first ​quarter of ​2026, weighed down by ⁠significant currency ​effects, mainly from ​the weak U.S. dollar, and recent divestitures.",negative,générale,
Explainer: Tesla's road to Full Self-Driving approval in Europe. European vehicle regulators meet in Brussels on Tuesday when the Dutch road ​authority RDW will make the case for Tesla's supervised Full Self-Driving (FSD) technology being approved across the European Union.,neutral,générale,
"Grande Portage Resources Publishes McKinley Research Group's Socioeconomic Impact Study for the New Amalga Gold Project. Estimated 565 jobs created in Alaska including 475 in the Juneau area VANCOUVER, BC / ACCESS Newswire / May 5, 2026 / Grande Portage Resources Ltd. (TSXV:GPG)(OTCQB:GPTRF)(FSE:GPB) (""Grande Portage"" or the ""Company"") is pleased to announce that it has published a Socioeconomic Impact Study conducted by McKinley Research Group LLC, a premier Alaska-based research and consulting firm with over 50 years of experience providing objective, data-driven analysis in economic, social, and community development fields for public and private sector clients in Alaska and the Pacific Northwest.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
"Plaid Technologies Provides Update on Graphene Coating Initiative for High-Performance Drone Systems. Vancouver, British Columbia  — May 5, 2026 – TheNewswire — Plaid Technologies Inc. (CSE: STIF) (OTC: STIFF) (FRA: 5QX0) (“ Plaid ” or the “ Company”) today provided an update on its ongoing collaboration with Graphene Nano Works (“GNW”) to evaluate and advance a proprietary graphene-based coating technology designed to enhance the performance, survivability, and stealth characteristics of next-generation drone systems across aerial, marine, and ground domains. As part of these ongoing efforts, the Company has recently delivered a batch of its high-quality graphene materials to Dr. Ian Flint, PhD, P.Eng., for testing and validation in coating applications relevant to drone systems. This work is intended to further assess performance characteristics and support the continued advancement of discussions regarding a potential joint venture between the parties.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Organ transplantation: ALS achieved CE Certification for PERLA®, The new class of solution – PPS – and launches a randomized comparative clinical trial (RCT). Press Release Organ transplantation: ALS achieved CE Certification for PERLA®,  The new class of solution – PPS – and launches a randomized comparative clinical trial (RCT) ALS has received CE marking approval for PERLA®, the First-In-Class Preservation and Protection Solution for liver and kidney , designed to protect the graft from retrieval to transplantation. With PERLA®, ALS introduces a New Class of Preservation and Protection Solutions (PPS), designed to actively protect the graft against ischemia-reperfusion injury, moving beyond traditional Cold Storage Solutions (CSS).",positive,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"War Fears Tarnish Metals – Silver (XAG/USD) Breaks $75 & Gold (XAU/USD) Tests $4,500. Although this is the third week of the ceasefire, many now doubt it will hold. In the last 24 hours, Iran reportedly attacked several merchant ships and tankers in the Strait of Hormuz; The conflict has also widened, with direct attacks on the United Arab Emirates and major incidents in Abu Dhabi and Dubai.",neutral,critique,
"FTI Consulting Appoints Retail & Consumer Products Transformation Expert Anand Raghuraman as Senior Managing Director. AMSTERDAM, May 05, 2026 (GLOBE NEWSWIRE) -- FTI Consulting, Inc. (NYSE: FCN) today announced the expansion of its Business Transformation practice with the appointment of Anand Raghuraman as a Senior Managing Director within the firm's Corporate Finance segment.",neutral,générale,US:PETROLEUM_CRUDE;HK:SILVER
"Regnology Completes Acquisition of Moody's Regulatory Reporting & Asset and Liability Management (ALM) Solutions. FRANKFURT, Germany--(BUSINESS WIRE)-- #agentic--Regnology completes Moody's ALM & Reg Reporting acquisition, expanding its global footprint & deepening its functional coverage for financial firms.",neutral,générale,FR:BEVERAGES;DE:AIRCRAFT
"Radware Partners with Chief Telecom to Launch “Godshield Pro” DDoS Protection Service in Taiwan. MAHWAH, N.J., May 05, 2026 (GLOBE NEWSWIRE) -- Radware (NASDAQ: RDWR), a global leader in application security and delivery solutions for multi-cloud environments, today announced a partnership with Chief Telecom (TPEx: 6561) to power Godshield Pro, a new DDoS protection service designed to deliver high-performance, low-latency mitigation for enterprises in Taiwan.",positive,importante,
"UniCredit posts record €3.2B Q1 profit, its 21st straight winning quarter. UniCredit delivered the strongest quarterly earnings in its history on Tuesday, posting a first-quarter net profit that significantly exceeded market expectations and prompted a further upgrade to full-year guidance. The results came on the same day it formally launched a takeover offer for Commerzbank, the German lender it has pursued for more than a year amid fierce political and boardroom resistance.",positive,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
Abivax Announces Repurchase of Royalty Certificates and Pricing of $45M (€38.5M) Offering of American Depositary Shares. Abivax Announces Repurchase of Royalty Certificates and Pricing of $45M (€38.5M) Offering of American Depositary Shares,neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"THINK 2026: IBM DELIVERS THE BLUEPRINT FOR THE AI OPERATING MODEL AS THE AI DIVIDE WIDENS. NEXT-GENERATION AGENT ORCHESTRATION AND AGENTIC DEVELOPMENT GIVE ENTERPRISES A UNIFIED WAY TO PLAN, BUILD, DEPLOY, AND GOVERN AI AGENTS AT SCALE REAL-TIME, AI-READY DATA FOUNDATION GIVES ENTERPRISES THE GOVERNED, CONNECTED INFORMATION AGENTS NEED TO ACT WITH SPEED AI-POWERED HYBRID CLOUD MANAGEMENT CONNECTS INFRASTRUCTURE, SECURITY, AND OPERATIONS ACROSS HYBRID ENVIRONMENTS BUILT-IN GOVERNANCE AND SOVEREIGNTY CONTROLS LET ENTERPRISES RUN AI AT SCALE BOSTON, MAY 5, 2026 /PRNEWSWIRE/ -- TODAY, AT ITS ANNUAL THINK CONFERENCE, IBM (NYSE: IBM) ANNOUNCED ITS MOST COMPREHENSIVE EXPANSION OF ENTERPRISE AI AND HYBRID CLOUD MANAGEMENT CAPABILITIES TO DATE. PRODUCTS AND CAPABILITIES UNVEILED TODAY INCLUDE THE NEXT GENERATION OF IBM WATSONX ORCHESTRATE FOR MULTI-AGENT ORCHESTRATION, IBM CONFLUENT TO BRING REAL-TIME DATA TO AI, IBM CONCERT PLATFORM FOR INTELLIGENT OPERATIONS, AND IBM SOVEREIGN CORE FOR OPERATIONAL INDEPENDENCE.",positive,générale,
"Palantir Has What Many AI Darlings Don't: Rapid FCF Growth And Minimal Capex. Palantir remains a high-conviction ""Buy"" despite recent underperformance and a broader software sector backlash. PLTR's Q1 earnings showcased accelerating growth and structurally higher profitability compared to popular AI hardware trades. Unlike chip stocks facing potentially unsustainable data center capex, PLTR benefits from early-stage, durable, recurring AI application demand.",positive,importante,FR:FINANCIAL_SERVICES
"CORRECTING AND REPLACING BIOCERES CROP SOLUTIONS TO HOST FISCAL THIRD QUARTER 2026 FINANCIAL RESULTS CONFERENCE CALL ON TUESDAY, MAY 12, 2026 AT 8:30 A.M. EASTERN TIME. ROSARIO, ARGENTINA--(BUSINESS WIRE)--THE DIAL-IN DETAILS OF RELEASE DATED MAY 4, 2026 HAVE BEEN REVISED. THE US TOLL FREE DIAL-IN NUMBER SHOULD READ 1-833-461-5787; THE INTERNATIONAL DIAL-IN NUMBERS LINK HAS BEEN UPDATED; AND THE CONFERENCE ID: SHOULD READ 717574163. THE UPDATED RELEASE READS: BIOCERES CROP SOLUTIONS TO HOST FISCAL THIRD QUARTER 2026 FINANCIAL RESULTS CONFERENCE CALL ON TUESDAY, MAY 12, 2026 AT 8:30 A.M. EASTERN TIME BIOCERES CROP SOLUTIONS CORP. (NASDAQ: BIOX) (“BIOCERES” OR T.",neutral,générale,
"Crypto is a “Once-in-a-Generation” Chance to Get Rich, Says Ripple EX CTO David Schwartz. Ripple EX CTO David Schwartz says crypto could be a “once-in-a-generation” chance to get rich, yet he has shifted most of his personal wealth out of digital assets to sleep better at night.",neutral,importante,
"CLEVELAND CLINIC, RIKEN, AND IBM MODEL A 12,635-ATOM PROTEIN - THE LARGEST KNOWN TO BE SIMULATED WITH QUANTUM COMPUTERS. MILESTONE SIMULATION OF BIOLOGICALLY MEANINGFUL MOLECULES EXPANDS QUANTUM-CENTRIC SUPERCOMPUTING'S ROLE AS A SCIENTIFIC TOOL YORKTOWN HEIGHTS, N.Y. AND CLEVELAND, MAY 5, 2026 /PRNEWSWIRE/ -- SCIENTISTS AT CLEVELAND CLINIC, RIKEN, AND IBM (NYSE: IBM) HAVE USED IBM QUANTUM COMPUTERS AND TWO OF THE WORLD'S MOST POWERFUL SUPERCOMPUTERS TO SIMULATE PROTEIN COMPLEXES SPANNING UP TO 12,635 ATOMS.",neutral,générale,
"Chart alert: AUD/USD dipped towards 0.7130 key minor support ahead of RBA decision. AUD/USD hovers near 0.7130 ahead of the RBA rate decision, with markets fully pricing a third consecutive 25 bps hike to 4.35%. The pair remains in a bullish structure above key support, with potential upside toward 0.7200 and beyond if the RBA maintains a hawkish tone.",positive,importante,
"HSBC stock rises on Q1 earnings: can it hold gains despite profit miss?. HSBC delivered a broadly flat first-quarter profit that fell short of analyst expectations, as a specific fraud-related credit charge in its UK institutional banking unit and rising provisions linked to the US-Iran conflict pushed credit losses sharply higher. The result underscores how geopolitical turbulence and isolated credit events can rapidly erode what might otherwise be a stable earnings picture, even as the bank's wealth and interest income businesses continued to grow.",positive,importante,
American pilots union chief says United CEO's merger idea showed 'bold vision'. United said last month it had ended its pursuit of a merger with American after the rival carrier declined to engage following an initial approach.,negative,générale,FR:FINANCIAL_SERVICES;IN:IT_SERVICES
"VAALCO Schedules First Quarter 2026 Earnings Release and Conference Call. HOUSTON, May 05, 2026 (GLOBE NEWSWIRE) -- VAALCO Energy, Inc. (NYSE: EGY; LSE: EGY) (“Vaalco” or the “Company”) today announced the timing of its first quarter 2026 earnings release and conference call.",neutral,générale,US:PETROLEUM_CRUDE;HK:SILVER
"International Petroleum Corporation Announces First Quarter 2026 Financial and Operational Results. International Petroleum Corporation (IPC or the Corporation) (TSX, Nasdaq Stockholm: IPCO) today released its financial and operational results and related management's discussion and analysis (MD&A) for the three months ended March 31, 2026.",neutral,générale,
"AUD/USD Outlook: RBA Hike Priced In as Yields Ease, Momentum Fades. AUD/USD is holding above key support near 0.71 following the RBA's latest rate hike, although momentum has softened as Australian bond yields edged lower. While the central bank lifted its cash rate outlook, the move largely aligned with market expectations, limiting the upside response in the Australian dollar.",neutral,importante,
"Lleida.net Sees Sales Decline 11% in First Quarter and Reduces Net Financial Debt by €434,000. Madrid, May 5.- Technology services company Lleida.net (BME:LLN, EPA:ALLLN), listed on the Madrid and Paris stock exchanges, posted sales of €4.715 million in the first quarter of 2026, compared with €5.290 million in the same period of 2025.",negative,générale,
"AudioCodes Reports First Quarter 2026 Results. OR YEHUDA, Israel, May 5, 2026 /PRNewswire/ -- First Quarter Highlights Quarterly revenues increased by 2.9% year-over-year to $62.1 million; Quarterly services revenues increased by 4.3% year-over-year to $34.0 million; GAAP results: Quarterly GAAP gross margin was 66.2%; Quarterly GAAP operating margin was 5.4%; Quarterly GAAP net income was $2.0 million, or $0.07 per diluted share. Non-GAAP results: Quarterly Non-GAAP gross margin was 66.3%; Quarterly Non-GAAP operating margin was 7.7%; Quarterly Non-GAAP net income was $3.8 million, or $0.14 per diluted share; Net cash provided by operating activities was $12.8 million for the quarter.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Apple Considers Using Intel, Samsung to Build Device Processors. Apple has held exploratory discussions about using Intel and Samsung to produce the main processors for its devices in the US. According to people familiar with the deliberations, Apple had early-stage talks with Intel about enlisting the company's chipmaking services.",neutral,générale,FR:ELECTRICITY;DE:AIRCRAFT
"Ether looks to take out the $2,425 resistance level: Check forecast. Bitcoin and Ether are in the green as the broader cryptocurrency market makes a positive start to the week. Bitcoin has crossed the $81,000 barrier while Ether is slowly approaching $2,400. The growing institutional adoption could push ETH's price higher in the near term. Institutions continue to accumulate Ether Ether is trading at $2,380, up by less than 1% in the last 24 hours. The positive performance comes as institutional investors continue to accumulate Ether. Ethereum treasury firm BitMine Immersion Technologies (BMNR) announced on Monday that it purchased 101,745 ETH last week. The purchase has lifted the company's holdings to 5.18 million ETH, establishing its position as the largest corporate ETH treasury.",neutral,générale,
"XRP stuck at $1.40: will bulls break key resistance or fade again?. The cryptocurrency market is having a positive start to the week as Bitcoin and other major coins are in the green. Bitcoin hit the $81,000 level during the early hours of Tuesday, while Ether is slowly approaching $2,400. However, XRP, the native coin of the Ripple ecosystem, continues to experience sideways price action. XRP is trading at $1.40 amid mixed signals from on-chain activity and derivatives positioning that point to a lack of clear directional bias. On-chain activity shows mild bullish signs XRP is down by less than 1% in the last 24 hours and is now trading at $1.40 per coin. The bearish performance comes despite CryptoQuant's summary data suggesting a neutral to slightly bullish outlook for XRP.",positive,générale,
"Bitcoin crosses $81,000, ETH, SOL, DOGE steady as options desks bid on further price jump. Bitcoin is back above $80,000 after Monday's brief reversal on the disputed Iran missile claim, with options markets quietly setting up for a breakout even as skew still favors downside protection.",neutral,générale,
"AMD Earnings Are Coming. AI Spending Is Driving Growth.. Advanced Micro Devices is expected to post strong growth driven by AI data center demand, though pricing pressure could weigh on margins.",positive,générale,FR:ELECTRICITY;FR:BEVERAGES
"Waymo's CEO said early startups make one fatal mistake in every tech hype cycle. Waymo CEO Dmitri Dolgov said tech breakthroughs spark hype cycles where startups rush in but don't last. He said that to survive beyond one hype cycle, startups should work on addressing complex edge cases.",neutral,générale,
European stocks set to open lower as Iran war concerns grow. European stocks are expected to open lower on Tuesday as investors digest the latest developments in the Iran war.,negative,importante,
"Kosmos Energy Announces First Quarter 2026 Results. DALLAS, May 05, 2026 (GLOBE NEWSWIRE) -- Kosmos Energy Ltd. (“Kosmos” or the “Company”) (NYSE/LSE: KOS) announced today its financial and operating results for the first quarter of 2026.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Toncoin (TON) Price Jumps 22% as Telegram Integration Sparks Fresh Demand. Toncoin (TON) price has staged a sharp 22% rally, snapping out of its consolidation phase and pushing into a critical resistance zone. A deeper structural shift tied to Telegram's expanding role within the TON ecosystem is beginning to reflect in price action, on-chain activity, and liquidity flows.",positive,générale,
"MOWI ASA (OSE:MOWI): PRESENTATION OF Q1 2026 RESULTS 13 MAY 2026 AT 08:00 (CET). MOWI ASA HEREBY INVITES YOU TO THE PRESENTATION OF THE RESULTS FOR THE FIRST QUARTER 2026 AT THE SALMON, STRANDPROMENADEN 11, 0252 OSLO, NORWAY.",neutral,générale,
"XRP slips below $1.40 on heavy volume, tightening range puts breakout in focus. High-volume breakdown reset positioning, but compression between $1.38–$1.44 now points to a larger move.",neutral,générale,
"Gold Slides on Hormuz Attacks, 4400 Breakdown in Focus, 4,000 Next. Gold resumed its near-term slide as tensions in the Strait of Hormuz escalated sharply, after Iran struck multiple vessels and set a UAE oil port ablaze. The developments triggered a fresh surge in oil prices and lifted the Dollar on safe-haven demand, reinforcing downside pressure on precious metals.",positive,générale,
Ripple's Schwartz Reveals His XRP-Only Portfolio. Ripple Chief Technology Officer Emeritus David Schwartz has revealed that his cryptocurrency portfolio is now almost entirely composed of XRP and his equity in Ripple.,neutral,importante,
"POSCO Holdings: Solid Performance And Favorable Prospects. I maintain my ""Buy"" rating for POSCO after analyzing its above-expectations results and positive financial outlook. PKX's 1Q2026 EBIT rose 24.3% YoY and beat the consensus by 20.3%, thanks to the outperformance of its battery materials and infrastructure units. I am predicting another substantial growth in its operating income for full-year FY2026; the key lies with the steel business' likely financial improvement driven by price hikes and asset rationalization.",positive,générale,
"BW LPG Limited – Notice of Annual General Meeting 2026. SINGAPORE--(BUSINESS WIRE)--Notice is hereby given that the 2026 Annual General Meeting of BW LPG Limited will be conducted as per the details below: Date: Thursday, 28 May 2026 Location: 10 Pasir Panjang Road, Mapletree Business City #18-01, Singapore 117438 Time: 11:30am local time Please see attached documents for the Notice of Annual General Meeting, Form of Proxy and Recommendation from the Nomination Committee. About BW LPG BW LPG is the world's leading owner and operator of LPG vessels,.",neutral,générale,
"Microsoft: The Market Is Pricing AI Costs, Not AI Returns. Microsoft is aggressively investing in AI infrastructure, driving elevated capex and near-term margin pressure, yet underlying demand remains robust. MSFT's capacity constraints are limiting current AI and cloud revenue, justifying ongoing capex and indicating unmet demand through at least 2026. Despite heavy investment, total EBIT margin expanded to ~47%, and management guides for further margin improvement this year.",neutral,générale,
"Polygon rolls out private stablecoin payments targeting institutions. The new wallet feature hides senders, receivers and amounts onchain while maintaining compliance through know your transaction screening and auditable files.",neutral,générale,
