text,label,importance
"Nissan halts production of three models for Canada at two US plants, Nikkei reports. Nissan Motor is suspending production of three vehicle models for Canada at its Tennessee and Mississippi plants amid mutual auto tariffs between the U.S. and Canada, the Nikkei reported on Wednesday.",positive,critique
"-Google AI spending primarily on technical infrastructure. Google's AI investments are primarily in technical infrastructure, Google APAC head of AI and emerging tech policy Eunice Huang said on Wednesday.",positive,générale
"Oil prices ease from two-week highs as investors await tariff clarity. Oil prices edged slightly lower on Wednesday after rising to two-week highs in the previous session, as investors were watching new developments on U.S. tariffs and trying to gauge their impact.",negative,générale
"Nvidia's Huang hails Chinese AI models as ""world class"". Nvidia CEO Jensen Huang described artificial intelligence models from Chinese firms Deepseek, Alibaba and Tencent as ""world class"" and said AI was ""revolutionising"" supply chains, at an exhibition in Beijing on Wednesday.",positive,générale
Portugal's Galp core profit beats expectations with a 1% contraction. Portugal's Galp Energia on Monday said its adjusted second-quarter core profit beat expectations with a scant 1% contraction as higher oil output and more profitable gas trading nearly offset falling crude prices and narrower refining margin.,positive,générale
"Oil prices gain on demand expectations amid improving economy. Oil prices rose on Wednesday on expectations of steady demand in the U.S. and China, the world's two largest oil users, amid an improving economic outlook.",negative,importante
"Qantas confirms over a million customers' personal information leaked. Australia's Qantas Airways said on Wednesday more than a million customers had their phone number, birth date or home address accessed in one of the country's biggest cyber breaches in years.",positive,générale
"Hong Kong investigates Louis Vuitton data leak that affected 419,000. Hong Kong's privacy watchdog said on Monday that it was investigating a data leak at Louis Vuitton affecting about 419,000 customers, just after a cyberattack on the luxury brand in South Korea in June.",positive,critique
"SEALSQ AND WISEKEY CONFIRM NEW CROSS-BORDER CENTER OF EXCELLENCE FOR THE 4TH INDUSTRIAL REVOLUTION ACTIVATED BETWEEN LA LINE AND GIBRALTAR. GENEVA, SWITZERLAND, JULY 21, 2025 (GLOBE NEWSWIRE) -- SEALSQ CORP (NASDAQ: LAES) (""SEALSQ"" OR ""COMPANY""), A COMPANY THAT FOCUSES ON DEVELOPING AND SELLING SEMICONDUCTORS, PKI, AND POST-QUANTUM TECHNOLOGY HARDWARE AND SOFTWARE PRODUCTS, AND ITS PARENT COMPANY WISEKEY INTERNATIONAL HOLDING LTD (“WISEKEY”) (SIX: WIHN, NASDAQ: WKEY), TODAY ANNOUNCED THAT A TRANSFORMATIVE INITIATIVE LAUNCHED SEVERAL YEARS AGO TO ESTABLISH LLG4IRIR.COM A CROSS-BORDER DEEPTECH CENTER OF EXCELLENCE (THE “CENTER”) FOR THE 4TH INDUSTRIAL REVOLUTION IS NOW BEING FORMALLY ACTIVATED, FOLLOWING THE HISTORIC AGREEMENT BETWEEN SPAIN AND THE UNITED KINGDOM ON GIBRALTAR'S POST-BREXIT BORDER STATUS.",positive,générale
"Volkswagen: Significant Upcoming Catalysts Could Save The Stock Soon. Volkswagen is positioned for a potential recovery, driven by cost savings, strategic investments, and a refreshed China strategy amid a challenging macro environment. The company trades at a deep discount to book value, offering significant upside if market sentiment improves and catalysts like rate cuts or tariff deals materialize. Volkswagen's strong balance sheet, proactive management, and valuable assets support a high-risk, high-reward 'Buy' rating at current levels.",positive,importante
"BioNxt Solutions Introduces Targeted Chemotherapy Drug Delivery Platform for Precision Oncology. VANCOUVER, BC / ACCESS Newswire / July 8, 2025 / BioNxt Solutions Inc. (""BioNxt"" or the ""Company"") (CSE:BNXT)(OTC PINK:BNXTF)(FSE:BXT), a development-stage biopharmaceutical company specializing in advanced drug-delivery technologies, today announces the advancement of a potential breakthrough targeted chemotherapy delivery platform designed to address a critical unmet need in precision oncology by localizing toxic chemotherapy drugs inside tumours while minimizing systemic exposure. A Smarter Chemotherapy: Targeted Delivery That Concentrates Treatment in Tumors While Shielding Healthy Cells The proprietary targeted drug delivery system (TDDS) employs a novel, dual-action mechanism that first concentrates potent chemotherapy in close proximity to tumours, then rapidly neutralizes free drug molecules outside of the tumour location to protect healthy tissue.",positive,générale
"e.l.f. Beauty: Market Share Dominance, Innovation, And Acquisitions Should Drive Growth. e.l.f. Beauty is well-positioned for steady revenue growth, driven by market share gains, affordable pricing, innovation, and expanding international presence. The Rhode acquisition and upcoming Sephora rollout are expected to be meaningful growth catalysts, with margin accretion anticipated from fiscal Q2 2026 onward. Margins should improve through an innovation mix, a global $1 price increase, and SG&A leverage, despite near-term tariff and integration headwinds.",positive,importante
"Shiba Inu (SHIB) Price Explosion Close, Ethereum (ETH): ""Fork"" Indicator Hints $3,000, Dogecoin (DOGE): Massive Squeezing. Shiba Inu has been consolidating for weeks, but the quiet may soon be broken by a surge in volatility that could change the short-term course of the asset. According to the price action, SHIB is progressively rising toward the crucial 26 EMA level, a dynamic resistance that has served as a gatekeeper since the correction in early June.",positive,générale
"Palantir Was the Top-Performing Stock in the S&P 500 and Nasdaq-100 During the First Half of 2025. Here Is What History Says Will Happen Next.. The stock market weathered quite a few storms during the first half of 2025. From the emergence of Chinese artificial intelligence (AI) start-up DeepSeek, President Donald Trump's new tariff policies, ambiguity over the Federal Reserve's policy decisions, and some economists calling for a recession, the common theme in the stock market during the first six months of the year boiled down to one thing: uncertainty.",positive,générale
"MARAVAI ALERT: Bragar Eagel & Squire, P.C. is Investigating Maravai LifeSciences Holdings, Inc. on Behalf of Long-Term Stockholders and Encourages Investors to Contact the Firm. NEW YORK, July 08, 2025 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized shareholder rights law firm, is investigating potential claims against Maravai LifeSciences Holdings, Inc. (NASDAQ: MRVI) on behalf of long-term stockholders following a class action complaint that was filed against Maravai on March 3, 2025 with a Class Period from August 7, 2024 and February 24, 2025. Our investigation concerns whether the board of directors of Maravai have breached their fiduciary duties to the company.",negative,générale
"LAMB WESTON ALERT: Bragar Eagel & Squire, P.C. is Investigating Lamb Weston Holdings, Inc. on Behalf of Long-Term Stockholders and Encourages Investors to Contact the Firm. NEW YORK, July 08, 2025 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized shareholder rights law firm, is investigating potential claims against Lamb Weston Holdings, Inc. (NYSE: LW) on behalf of long-term stockholders following a class action complaint that was filed against Lamb Weston on June 13, 2024 with a Class Period from July 25, 2023, through April 3, 2024. Our investigation concerns whether the board of directors of Lamb Weston have breached their fiduciary duties to the company.",negative,générale
"WEST ALERT: Bragar Eagel & Squire, P.C. is Investigating West Pharmaceutical Services, Inc. on Behalf of Long-Term Stockholders and Encourages Investors to Contact the Firm. NEW YORK, July 08, 2025 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized shareholder rights law firm, is investigating potential claims against West Pharmaceutical Services, Inc. (NYSE:WST) on behalf of long-term stockholders following a class action complaint that was filed against West on June 20, 2025 with a Class Period from February 16, 2023 and February 12, 2025. Our investigation concerns whether the board of directors of West have breached their fiduciary duties to the company.",negative,générale
"CoTec Holdings Corp. Announces Upsize to Life Offering for Gross Proceeds, Together With Its Previously Announced Private Placement, of up to $14 Million. VANCOUVER, BC / ACCESS Newswire / July 8, 2025 / CoTec Holdings Corp. (TSXV:CTH)(OTCQB:CTHCF) (the ""Corporation"") is pleased to announce that, as a result of strong investor demand, the Corporation has increased the size of its previously announced financing pursuant to the listed issuer financing exemption under Part 5A of National Instrument 45-106 - Prospectus Exemptions (the ""LIFE Offering"") from aggregate gross proceeds of up to $5 million to aggregate gross proceeds of up to $9 million. The upsized LIFE Offering is comprised of the sale of up to 11,538,461 units (each, a ""Unit"") at a price of $0.78 per Unit.",positive,générale
"IROBOT ALERT: Bragar Eagel & Squire, P.C. Announces that a Class Action Lawsuit Has Been Filed Against iRobot Corporation and Encourages Investors to Contact the Firm. NEW YORK, July 08, 2025 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized stockholder rights law firm, announces that a class action lawsuit has been filed against iRobot Corporation (“iRobot” or the “Company”) (NASDAQ:IRBT) in the United States District Court for the Southern District of New York on behalf of all persons and entities who purchased or otherwise acquired iRobot securities between January 29, 2024 and March 11, 2025, both dates inclusive (the “Class Period”). Investors have until September 5, 2025 to apply to the Court to be appointed as lead plaintiff in the lawsuit.",negative,générale
"Birks Group Completes the Acquisition of the Watch and Jewellery Business of European Boutique and Related Debt Financing Amendments. MONTREAL--(BUSINESS WIRE)--Birks Group Inc. (the “Company”, “Birks Group” or “we”) (NYSE American LLC: BGI) is pleased to announce that, further to its June 9, 2025 announcement, it has completed the acquisition (the “Acquisition”) of the luxury watch and jewellery business of European Boutique (“European”) from its founders, the Sutkiewicz family, for a purchase price of $9,000,000, subject to customary adjustments. Headquartered in Toronto, European operates stores at the Yorkdale, Square One.",positive,générale
"Billionaire Warren Buffett Sold 67% of Berkshire's Stake in Apple and Has Loaded Up On a Consumer Favorite That's Rallied 7,400% Since Its IPO. Since the mid-1960s, Berkshire Hathaway's (BRK.A 0.29%) (BRK.B 0.10%) Warren Buffett has had a knack for outperforming for Wall Street. The aptly named Oracle of Omaha has overseen a cumulative return in his company's Class A shares (BRK.A) of 5,732,279%, as of the closing bell on July 17.",positive,générale
"Imaging Biometrics moves towards next stage as glioblastoma trial hits key milestone. Imaging Biometrics Ltd (LSE:IBAI, OTCQB:IQAIF) has announced a soft close to its phase I trial of oral gallium maltolate for adults with relapsed or treatment-resistant glioblastoma, signalling that the study has reached sufficient enrollment to progress to the next stage. The company said no new patients will be recruited at this point, but the trial remains active for those already participating.",positive,générale
"[AD HOC ANNOUNCEMENT PURSUANT TO ART. 53 LR] ROCHE PROVIDES UPDATE ON ASTEGOLIMAB IN CHRONIC OBSTRUCTIVE PULMONARY DISEASE. BASEL, 21 JULY 2025 - ROCHE (SIX: RO, ROG; OTCQX: RHHBY) ANNOUNCED TODAY TOPLINE RESULTS FROM THE PIVOTAL PHASE IIB ALIENTO (N=1,301) AND THE PHASE III ARNASA (N=1,375) TRIALS INVESTIGATING ASTEGOLIMAB COMPARED TO PLACEBO, ON TOP OF STANDARD OF CARE MAINTENANCE THERAPY IN PEOPLE WITH MODERATE TO VERY SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD). THE STUDIES INCLUDED A BROAD POPULATION: BOTH FORMER AND CURRENT SMOKERS, REGARDLESS OF BLOOD EOSINOPHIL COUNT, WHO HAVE A HISTORY OF FREQUENT EXACERBATIONS.",positive,générale
"ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages Centene Corporation Investors to Secure Counsel Before Important Deadline in Securities Class Action – CNC. NEW YORK, July 15, 2025 (GLOBE NEWSWIRE) -- WHY: Rosen Law Firm, a global investor rights law firm, announces the filing of a class action lawsuit on behalf of purchasers of securities of Centene Corporation (NYSE: CNC) between December 12, 2024 and June 30, 2025, both dates inclusive (the “Class Period”). A class action lawsuit has already been filed. If you wish to serve as lead plaintiff, you must move the Court no later than September 8, 2025.",negative,générale
"BRMK INVESTOR ALERT: BRONSTEIN, GEWIRTZ & GROSSMAN LLC ANNOUNCES THAT BROADMARK REALTY CAPITAL INC. INVESTORS WITH SUBSTANTIAL LOSSES HAVE OPPORTUNITY TO LEAD CLASS ACTION LAWSUIT. NEW YORK, JULY 20, 2025 (GLOBE NEWSWIRE) -- ATTORNEY ADVERTISING -- BRONSTEIN, GEWIRTZ & GROSSMAN, LLC, A NATIONALLY RECOGNIZED LAW FIRM, NOTIFIES INVESTORS THAT A CLASS ACTION LAWSUIT HAS BEEN FILED AGAINST BROADMARK REALTY CAPITAL INC. (“BROADMARK” OR “THE COMPANY”) (NYSE: BRMK), READY CAPITAL CORPORATION (""READY CAPITAL"") (NYSE: RC), AND CERTAIN OFFICERS.",negative,générale
