text,label,importance,correlations
"Exclusive: Intel, AMD notify customers in China of lengthy waits for CPUs. Intel and AMD have notified Chinese customers of supply shortages for server central processing units (CPUs), with Intel warning of delivery lead times of up to six months, people with knowledge of the delays said.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Toyota raises full-year operating profit outlook by 11.8%. Toyota Motor raised its full-year operating profit forecast on Friday, as it expects a weak yen and cost reduction efforts to lift its results.",positive,importante,FR:BEVERAGES;DE:AIRCRAFT
"Hims & Hers' $49 weight-loss pill jolts everyone, except its stock. Hims & Hers sent a shockwave through the pharmaceutical industry on Thursday with its announcement of a weight-loss pill with a $49-a-month introductory price. Its shares ended down anyway.",negative,importante,FR:ELECTRICITY;FR:BEVERAGES
Sabadell's Q4 net profit falls 27% from same period in 2024. Spain's Sabadell said on Friday its fourth-quarter net profit fell 27.4% from the same period in 2024 due to lower lending income and the impact from a banking tax.,negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"DMG Blockchain Solutions Announces Receipt of $1.5 Million Energy Efficiency Incentive, January Preliminary Operational Results. VANCOUVER, British Columbia, Feb. 06, 2026 (GLOBE NEWSWIRE) -- DMG Blockchain Solutions Inc. (TSX-V: DMGI) (OTCQB US: DMGGF) (FRANKFURT: 6AX) (“DMG”), a leading vertically integrated blockchain and data center technology company, announces it has been awarded a $1.5 million energy efficiency incentive related to the deployment of hydro direct liquid cooled (DLC) server technology at its Christina Lake data center facility. This incentive was based on an energy efficiency study performed by an independent third party, which calculated a target energy savings for a given computational capacity using air-cooled technology and the resulting energy savings by converting to DLC.",positive,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
"Toyota CEO Sato to step down, to be replaced by CFO Kon. Toyota Motor Chief Executive Koji Sato will step down, the world's largest automaker said on Friday, and will be replaced by the automaker's Chief Financial Officer, Kenta Kon.",negative,importante,FR:ELECTRICITY;DE:AIRCRAFT
"The $1.4 Trillion AI Infrastructure Boom: 3 Stocks to Buy This Year. Nvidia is the dominant AI chip manufacturer, and despite its considerable size, it's still growing remarkably fast and is very profitable. Micron Technology stands poised to capitalize on a potential 50% increase in the price of memory hardware this quarter alone.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Elon Musk Makes a Bold Claim for Tesla in 2026. It Could Make the Stock a Scorching-Hot Buy.. Elon Musk predicts that Tesla's robotaxi service will soon be ""very, very widespread."" Tesla's robotaxis are far behind Waymo, which is dominating the industry right now.",neutral,importante,US:PETROLEUM_CRUDE;HK:SILVER
"JPMorgan's Tech Ambitions Are Real, but Is the Stock a Buy After Rate-Driven Gains?. Discover why JPMorgan Chase (JPM 2.24%) and its tech-driven strategy are capturing investor attention, and what recent moves in the banking sector could mean for future returns. Watch the video below for key insights and expert analysis.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"TCPC STOCKHOLDER ALERT: ROBBINS LLP REMINDS INVESTORS OF THE CLASS ACTION LAWSUIT AGAINST BLACKROCK TCP CAPITAL CORP.. SAN DIEGO, FEB. 5, 2026 /PRNEWSWIRE/ -- ROBBINS LLP REMINDS STOCKHOLDERS THAT A CLASS ACTION WAS FILED ON BEHALF OF ALL INVESTORS WHO PURCHASED OR OTHERWISE ACQUIRED BLACKROCK TCP CAPITAL CORP. (NASDAQ: TCPC) SECURITIES BETWEEN NOVEMBER 6, 2024 AND JANUARY 23, 2026. BLACKROCK TCP IS A BUSINESS DEVELOPMENT COMPANY THAT RAISES FUNDS FROM INVESTORS AND THEN USES THOSE FUNDS TO MAKE LOANS TO SMALL AND MIDSIZE BUSINESSES AS AN ALTERNATIVE TO BANK FINANCING.",negative,importante,
"Telenor reports strong results and announces NOK 15 billion share buyback programme. Telenor enters 2026 with strong Nordic growth, a solid financial position, and a simplified portfolio in line with the ambitions presented at the Capital Markets Day.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
