text,label,importance,correlations
"Questcorp Mining and Riverside Resources Commence Phase 2 Exploration Program at the La Union Project, Sonora, Mexico. Vancouver, British Columbia--(Newsfile Corp. - April 1, 2026) - Questcorp Mining Inc. (CSE: QQQ) (OTCQB: QQCMF) (FSE: D910) (the ""Company"" or ""Questcorp"") along with its partner Riverside Resources Inc. (TSXV: RRI) (OTCQB: RVSDF) (FSE: 5YY0) (""Riverside""), is pleased to announce the commencement of the Phase 2 exploration program at the La Union Project in Sonora, Mexico. The program builds on the success of the 12-hole Phase 1 drill program announced January 22 2026, which delivered two key results: a high-grade 30m chip-channel interval at the Union Mine grading 20.2 g/t gold and 226 g/t silver a new sediment-hosted gold discovery at Luis Hill returning 42m grading 0.3 g/t gold.",positive,générale,FR:BEVERAGES;DE:AIRCRAFT
"PSIX Investors Have Opportunity to Lead Power Solutions International, Inc. Securities Fraud Lawsuit with the Schall Law Firm. LOS ANGELES, April 1, 2026 /PRNewswire/ -- The Schall Law Firm, a national shareholder rights litigation firm, reminds investors of a class action lawsuit against Power Solutions International, Inc. (""Power Solutions"" or ""the Company"") (NASDAQ: PSIX) violations of §§10(b) and 20(a) of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder by the U.S. Securities and Exchange Commission. Investors who purchased the Company's securities between May 8, 2025 and March 2, 2026, inclusive (the ""Class Period""), are encouraged to contact the firm before May 19, 2026.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Power Solutions International, Inc. Sued for Securities Law Violations - Contact the DJS Law Group to Discuss Your Rights - PSIX. LOS ANGELES, April 1, 2026 /PRNewswire/ -- The DJS Law Group reminds investors of a class action lawsuit against Power Solutions International, Inc. (""Power Solutions"" or ""the Company"") (NASDAQ: PSIX) for violations of §§10(b) and 20(a) of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder by the U.S. Securities and Exchange Commission. Shareholders who purchased shares of PSIX during the class period listed are encouraged to contact the firm regarding possible lead plaintiff appointments.",negative,importante,US:PETROLEUM_CRUDE;HK:SILVER
"Riverside Resources and Questcorp Launch Phase 2 Exploration Program at La Union Project, Sonora, Mexico. Vancouver, British Columbia--(Newsfile Corp. - April 1, 2026) -  Riverside Resources Inc.  (TSXV: RRI) (OTCQB: RVSDF) (FSE: 5YY0) (""Riverside"" or the ""Company""), is pleased to announce the commencement of the Phase 2 exploration program at La Union Project in Sonora, Mexico. The program builds on the success of the 12-hole Phase 1 drill program announced January 22, 2026, which delivered a new sediment-hosted gold discovery at Luis Hill returning 42m grading 0.3 g/t gold.",positive,importante,US:PETROLEUM_CRUDE;HK:SILVER
"Lake Victoria Gold Secures up to a ~US$25 Million Gold Loan from Monetary Metals plus Fully Committed $3.0 Million Convertible Debenture Financing. Vancouver, British Columbia--(Newsfile Corp. - April 1, 2026) - Lake Victoria Gold Ltd. (TSXV: LVG) (OTCQB: LVGLF) (FSE: E1K) (""LVG"" or the ""Company"") is pleased to announce that it has agreed to terms for a gold loan facility of up to 6,000 ounces of gold (approximately US$25 million) with Monetary Metals & Co. (""Monetary Metals""), alongside a fully committed $3.0 million non-brokered convertible debenture financing (the ""Private Placement"").",positive,importante,FR:FINANCIAL_SERVICES;IN:IT_SERVICES
Tesco and Sainsbury's shares firmer ahead of Chancellor's summit on food prices. Shares in Tesco PLC (LSE:TSCO) and J Sainsbury PLC (LSE:SBRY) opened higher on Wednesday as Rachel Reeves met the chief executives of the UK's biggest supermarkets to assess the risk of food price rises and supply shortages stemming from the Middle East conflict. Tesco shares were up 1.48% and Sainsbury's 1.19% as the chancellor sat down with the two grocers alongside Morrisons to gauge the potential impact on household costs in the coming months.,neutral,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"PINTEREST, INC. SUED FOR SECURITIES LAW VIOLATIONS - CONTACT THE DJS LAW GROUP TO DISCUSS YOUR RIGHTS - PINS. LOS ANGELES, APRIL 1, 2026 /PRNEWSWIRE/ -- THE DJS LAW GROUP REMINDS INVESTORS OF A CLASS ACTION LAWSUIT AGAINST PINTEREST, INC. (""PINTEREST"" OR ""THE COMPANY"") (NYSE: PINS) FOR VIOLATIONS OF §§10(B) AND 20(A) OF THE SECURITIES EXCHANGE ACT OF 1934 AND RULE 10B-5 PROMULGATED THEREUNDER BY THE U.S. SECURITIES AND EXCHANGE COMMISSION. SHAREHOLDERS WHO PURCHASED SHARES OF PINS DURING THE CLASS PERIOD LISTED ARE ENCOURAGED TO CONTACT THE FIRM REGARDING POSSIBLE LEAD PLAINTIFF APPOINTMENTS.",negative,importante,
Nvidia Stock Suffers Rare 2-Quarters Loss. History Gives Reason for Hope.. Nvidia stock has suffered two consecutive quarterly losses for the first time in years. The chip maker's record suggests there's hope for a comeback,negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"KIA AMERICA POSTS HIGHEST FIRST QUARTER SALES TOTAL IN COMPANY HISTORY. The all-new  Telluride achieves best-ever quarterly sales just as nationwide availability ramps up, marking a 20-percent year-over-year increase Sportage, Carnival and K4 set new first quarter sales records in key industry segments Sales of Kia's hybrid models and electrified models set new first quarter sales records marking 73- and 30-percent increases, respectively, over the same period last year IRVINE, Calif., April 1, 2026 /PRNewswire/ -- Kia America sold a total of 207,015 vehicles in the first quarter of 2026, achieving the highest first quarter sales in the company's history.",positive,générale,FR:BEVERAGES;FR:ELECTRICITY
"Is Microsoft stock finally cheap enough to buy or still too risky to touch?. Microsoft still looks like one of corporate America's strongest growth machines, but its stock no longer trades on strength alone. As the artificial intelligence space continues to push valuations and associated risk, Microsoft stock has become a test case for investors who are willing to wait for AI spending to turn into durable profits.",neutral,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
