text,label,importance,correlations
"Exclusive: Novo Nordisk cuts hit production line jobs at key US plant, posts show. Wegovy-maker Novo Nordisk has laid off dozens of employees at the largest U.S. manufacturing site for its blockbuster obesity and diabetes drugs, a Reuters review of LinkedIn posts showed, a signal of where it is making cuts in a major restructuring under new CEO Mike Doustdar.",negative,importante,US:PETROLEUM_CRUDE;HK:SILVER
"Shell expects $600 million hit from Rotterdam biofuels project cancellation. Shell expects a $600 million hit in the third quarter from abandoning its biofuels project in Rotterdam, it said on Tuesday, while flagging higher liquefied natural gas production and better trading results.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"Offshore wind developer Orsted still plans US Sunrise Wind project for H2 2027. Danish offshore wind developer Orsted maintains a plan to complete its offshore Sunrise Wind project in the United States in the second half of 2027, the company's CEO Rasmus Errboe told reporters on Tuesday.",negative,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"AstraZeneca's Baxdrostat meets main goal in high blood pressure study. AstraZeneca said on Tuesday its drug Baxdrostat met the main goal in a late-stage study in patients with treatment-resistant high blood pressure, or hypertension.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Discount retailer B&M warns of lower earnings. Discount retailer B&M on Tuesday forecast a 28% plunge in first-half core earnings and lower annual profit, and said it would take actions including price adjustments to return its UK sales to growth.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
"SMLR Investors Have Opportunity to Lead Semler Scientific, Inc. Securities Fraud Lawsuit with the Schall Law Firm. LOS ANGELES , Oct. 6, 2025 /PRNewswire/ -- The Schall Law Firm , a national shareholder rights litigation firm, reminds investors of a class action lawsuit against Semler Scientific, Inc. (""Semler"" or ""the Company"") (NASDAQ: SMLR) for violations of §§10(b) and 20(a) of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder by the U.S. Securities and Exchange Commission. Investors who purchased the Company's securities between March 10, 2021 and April 15, 2025, inclusive (the ""Class Period""), are encouraged to contact the firm before October 29, 2025.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
"Himax Technologies, Inc. Schedules Third Quarter 2025 Financial Results Conference Call on Thursday, November 6, 2025, at 8:00 AM EST. TAINAN, Taiwan, Oct. 07, 2025 (GLOBE NEWSWIRE) -- Himax Technologies, Inc. (Nasdaq: HIMX) (“Himax” or “Company”), a leading supplier and fabless manufacturer of display drivers and other semiconductor products, today announced that it will hold a conference call with investors and analysts on Thursday, November 6, 2025, at 8:00 a.m. US Eastern Standard Time and 9:00 p.m. Taiwan Time to discuss the Company's third quarter 2025 financial results.",neutral,générale,FR:BEVERAGES;DE:AIRCRAFT
"Healthpeak Properties: Attractive Monthly Dividend From A Healthcare REIT Ready To Recover. Healthpeak Properties is a diversified healthcare REIT with a strong tenant mix, robust financials, and a 6.3% monthly dividend yield. DOC benefits from merger synergies, AFFO per share growth, and decent balance sheet management, positioning it well for an improving macro environment. Rate cuts and lower treasury yields are key near-term catalysts, while fundamentals support DOC for further dividend increases.",positive,importante,FR:FINANCIAL_SERVICES
"Pfizer Offers High Yield And Capital Appreciation Opportunities (Technical Analysis). Pfizer surged 15% last week on positive news, including a direct-to-consumer deal and a three-year tariff reprieve. PFE offers a high 6.28% yield, with a forward PE of 8.87, and its dividend is considered safe by Seeking Alpha. Technical analysis shows PFE above its 30-week EMA, with bullish short- and long-term momentum and strong buying volume from institutional investors.",positive,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Boeing: My Bullish Call Is Based On Huge Orders And A Record Backlog. Boeing is regaining momentum with major new contracts, surging deliveries, and a $619 billion backlog driving a robust recovery. BA's financials are improving: cash flow turned positive in Q2 2025, losses narrowed, and the company is converting backlog into revenue. Despite risks like FAA production limits and competition from Airbus, BA's valuation remains attractive at 2.1x forward sales, with upside potential.",positive,importante,FR:ELECTRICITY;FR:FINANCIAL_SERVICES
"Navatar Brings AI-Powered Private Credit CRM on Salesforce Amid $30 Trillion Market Boom. LONDON and NEW YORK, Oct. 07, 2025 (GLOBE NEWSWIRE) -- Navatar, the leading cloud platform for private markets, today announced the launch of its next-generation, fully AI-powered CRM for private credit firms. With private credit set to become a $30 trillion market, according to Wellington Management's 2025 Private Credit Outlook, Navatar delivers the automation, intelligence, and usability that credit investors need to scale underwriting, monitoring, and investor engagement.",positive,générale,FR:BEVERAGES;DE:AIRCRAFT
"Kosmos Energy to Host Third Quarter 2025 Results and Webcast on November 03, 2025. DALLAS--(BUSINESS WIRE)--Kosmos Energy (NYSE/LSE: KOS) announced today the following schedule for its third quarter 2025 results: Earnings Release: Monday, November 3, 2025, pre-UK market open via Business Wire, Regulatory News Service, and the Company's website at www.kosmosenergy.com. Conference Call: Monday, November 3, 2025, at 11:00 a.m. ET. The call will be available via telephone and webcast. Dial-in telephone numbers: Toll Free: 1-877-407-0784 Toll/International: 1-201-689-8560 UK Toll.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Allegiant Celebrates Customer Appreciation Week by Giving Away Nearly $1 Million in Free Flights. *PHOTOS AND VIDEOS HERE* LAS VEGAS , Oct. 7, 2025 /PRNewswire/ -- Allegiant (NASDAQ: ALGT) is making this year's Customer Appreciation Week unforgettable, giving away nearly $1 million in free flights to delighted customers across the country.  The festivities kicked off Monday, with airline representatives and crew members surprising unsuspecting passengers with the news that they would receive a $250 voucher, which is good for a roundtrip flight—plus amenities – in Allegiant's network.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"DXC LAUNCHES ASSURE BROKING ESSENTIALS: AI-POWERED SAAS FOR SMALL AND MID-SIZED INSURANCE BROKERS. INTRODUCING ASSURE BROKING ESSENTIALS, A NEW MULTI-TENANT SOLUTION DESIGNED TO DELIVER SUPERIOR SERVICE FOR SMALL AND MID-SIZE INSURANCE BROKERS BRINGING TOGETHER THE EXPERTISE OF ECOSYSTEM PARTNERS SUCH AS SERVICENOW AND AWS, DXC'S NEW SAAS SOLUTION MODERNIZES OPERATIONS TO DRIVE GROWTH    ASHBURN, VA. , OCT. 7, 2025 /PRNEWSWIRE/ - DXC TECHNOLOGY (NYSE: DXC), A LEADING FORTUNE 500 GLOBAL TECHNOLOGY SERVICES PROVIDER, TODAY ANNOUNCED THE LAUNCH OF ASSURE BROKING ESSENTIALS, AN AI-POWERED, MULTI-TENANT SAAS SOLUTION DESIGNED TO SIMPLIFY OPERATIONS, ACCELERATE TRANSFORMATION, AND DELIVER SUPERIOR CUSTOMER SERVICE FOR SMALL AND MID-SIZED INSURANCE BROKERS.",positive,générale,
"BitGo Secures VARA Broker-Dealer Licence to Launch Regulated Institutional Trading Services in Dubai. DUBAI, United Arab Emirates--(BUSINESS WIRE)--BitGo MENA FZE (“BitGo MENA”), the digital asset infrastructure company, announced that it has secured a Broker-Dealer licence from the Dubai Virtual Assets Regulatory Authority (VARA). The license enables BitGo MENA to provide regulated digital asset trading and intermediation services to institutional clients across the region and supports the company's continued global expansion. With this approval, investors can leverage BitGo's integrated OTC t.",positive,importante,FR:ELECTRICITY
"Amentum Holdings: Setting Up Nicely For 2026. Amentum Holdings offers a compelling value at $26/share, trading below peers and positioned for secular growth in defense and nuclear sectors. AMTM benefits from rising nuclear power demand, a recent major contract win, and potential involvement in small modular reactor projects and missile defense initiatives. Current valuation is attractive with an 8.3% FCF yield and forward multiples well below sector medians, suggesting upside potential toward $37/share.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"IREN's Stock Rally Is Just Getting Started. IREN Limited is rated a ""Buy"" due to its transformation from Bitcoin mining to AI cloud and data center services. IREN is rapidly expanding its GPU fleet, aiming to shift its revenue mix from volatile crypto mining to more stable, high-margin AI infrastructure services. Despite its mining roots, IREN's forward valuation remains attractive, trading at a discount to neocloud peers like CoreWeave and Nebius, with strong upside potential.",positive,importante,US:PETROLEUM_CRUDE;HK:SILVER
"DXC LAUNCHES APEX PARTNERSHIP PROGRAM TO CONNECT INSURERS WITH CERTIFIED INSURTECH PROVIDERS. NEW PROGRAM SIMPLIFIES INTEGRATION, ACCELERATES INNOVATION, AND REDUCES COSTS ACROSS THE INSURANCE VALUE CHAIN ASHBURN, VA. , OCT. 7, 2025 /PRNEWSWIRE/ - DXC TECHNOLOGY (NYSE: DXC), A LEADING FORTUNE 500 GLOBAL TECHNOLOGY SERVICES PROVIDER, TODAY ANNOUNCED THE LAUNCH OF THE DXC APEX (ASSURE PLATFORM ECOSYSTEM EXCHANGE) PROGRAM, A NEW INITIATIVE THAT ESTABLISHES A CENTRAL HUB FOR INTEGRATION BETWEEN (RE)INSURERS, BROKERS, AND CERTIFIED INSURTECH PROVIDERS VIA THE DXC ASSURE PLATFORM.",positive,générale,
"investingLive Asia-Pacific FX news wrap: People's Bank of China buys more gold. Fed official Jeff Schmid said U.S. monetary policy remains slightly restrictive, with inflation still too high and price increases becoming more widespread, even as the labour market cools but remains healthy. Schmid emphasised the need to maintain inflation credibility while balancing policy goals, warning that boosting demand too aggressively could fuel renewed price pressures.",neutral,générale,
"Gold (XAU/USD) Set to Challenge $4,000 as Prices Renew All-Time Highs in Today's Session – Potential Targets and Price Forecast. In today's session, gold (XAU/USD) trades at $3960 per troy ounce, up an astounding +1.91%, and has yet again comfortably renewed all-time highs.",positive,générale,
