text,label,importance,correlations
"HSBC taps French start-up Mistral to supercharge generative-AI rollout. HSBC said on Monday it had signed a multi-year deal with French start-up Mistral AI to integrate generative artificial intelligence tools across the bank, aiming to speed up automation, lift productivity, and enhance client services.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Amazon and Google launch multicloud service for faster connectivity. Amazon and Google introduced a jointly developed multicloud networking service on Sunday to meet growing demand for reliable connectivity the companies said in a statement, at a time when even brief internet disruptions can cause major outages.",positive,critique,FR:BEVERAGES;FR:ELECTRICITY
"E.ON chief urges Germany to deprioritize wind and solar for grid connections. Germany should give priority to consumers over wind and solar farms for future grid connections, the chief of Europe's largest energy network operator E.ON said in an interview with German newspaper Sueddeutsche Zeitung, published on Sunday.",negative,générale,FR:FINANCIAL_SERVICES
"SEALSQ, WISeKey and WISeSat.Space Successfully Launch Their New Satellite Aboard SpaceX Mission. Geneva, Switzerland, Dec. 01, 2025 (GLOBE NEWSWIRE) -- SEALSQ Corp (NASDAQ: LAES) (""SEALSQ"" or ""Company""), a company that focuses on developing and selling Semiconductors, PKI, and Post-Quantum technology hardware and software products, in cooperation with WISeSat.Space (“WISeSat”), the satellite subsidiary of its parent company WISeKey International Holding Ltd., (“WISeKey”) (SIX: WIHN, NASDAQ: WKEY), a leading global cybersecurity, blockchain, and IoT company, is pleased to announce the successful launch of its latest WISeSat satellite aboard a SpaceX mission. This achievement marks another significant milestone in WISeSat's strategy to deploy a secure, resilient, and sovereign constellation enabling real-time, low-power, IoT and cybersecurity services worldwide.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
"WISeKey, SEALSQ and WISeSat.Space Successfully Launch Their New Satellite Aboard SpaceX Mission. WISeKey, SEALSQ and WISeSat.Space Successfully Launch Their New Satellite Aboard SpaceX Mission    Geneva, Switzerland, December 1, 2025 –WISeKey International Holding Ltd (“WISeKey”) (SIX: WIHN, NASDAQ: WKEY), a leading global cybersecurity, blockchain, and IoT company, in cooperation with its subsidiaries, SEALSQ Corp (NASDAQ: LAES) (""SEALSQ"" or ""Company""), a company that focuses on developing and selling Semiconductors, PKI, and Post-Quantum technology hardware and software products, and WISeSat.Space (“WISeSat”), which focuses on space technology for secure satellite communication, specifically for IoT applications, is pleased to announce the successful launch of its latest WISeSat satellite aboard a SpaceX mission. This achievement marks another significant milestone in WISeSat's strategy to deploy a secure, resilient, and sovereign constellation enabling real-time, low-power, IoT and cybersecurity services worldwide.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Linear Minerals Corp. Announces Completion of the Plan of Arrangement and Marketing Agreement. VANCOUVER, BC / ACCESS Newswire / December 1, 2025 / Linear Minerals Corp. (""Linear"" or the ""Company"") (CSE:LINE)(OTCQB:LINMF)(WKN:A2J C89) is pleased to announce that, further to its news releases dated August 1, 2025 and November 6, 2025 the statutory arrangement under a plan of arrangement (the ""Arrangement"") with Westlinear Minerals Corp. (""Westlinear"") has been completed on November 28, 2025. Completion of the Arrangement, as set forth in the arrangement agreement and plan of arrangement dated August 1, 2025 (the ""Arrangement Agreement""), entered into between the Company and Westlinear, was approved by the shareholders of the Company (the ""Linear Shareholders"") on October 22, 2025 and by the Supreme Court of British Columbia on October 29, 2025, in accordance with Part 9 of the Business Corporations Act (British Columbia), and accepted by the Canadian Securities Exchange (the ""Exchange"").",neutral,générale,FR:FINANCIAL_SERVICES;IN:IT_SERVICES
"Addex Therapeutics to Report 2025 Third Quarter Financial Results And Host Conference Call on December 4, 2025. Geneva, Switzerland, December 1, 2025 - Addex Therapeutics (SIX and Nasdaq: ADXN), a clinical-stage biopharmaceutical company focused on developing a portfolio of novel small molecule allosteric modulators for neurological disorders, today announced that it will report its Third Quarter 2025 Financial Results on December 4, 2025. Tim Dyer, CEO and Mikhail Kalinichev, Head of Translational Science, will provide a business update and review of the Addex product pipeline during a teleconference and webcast for investors, analysts and media at 16:00 CET (15:00 BWT / 10:00 EDT / 07:00 PDT) on December 4, 2025",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Rosen Law Firm Urges Sprouts Farmers Market, Inc. (NASDAQ: SFM) Stockholders to Contact the Firm for Information About Their Rights. NEW YORK--(BUSINESS WIRE)--Rosen Law Firm, a global investor rights law firm, announces a class action on behalf of purchasers of securities and sellers of put options of Sprouts Farmers Market, Inc. (NASDAQ: SFM) between June 4, 2025 and October 29, 2025. Sprouts describes itself as a “specialty grocery store chain that operates throughout the US, with more than 450 stores across 24 states.” For more information, submit a form, email attorney Phillip Kim, or give us a call at 866-767-3653. The.",negative,importante,US:PETROLEUM_CRUDE;HK:SILVER
"COOL COMPANY LTD - VESTING OF RESTRICTED STOCK UNITS TO PRIMARY INSIDERS AND MANDATORY NOTIFICATION OF TRADES. LONDON--(BUSINESS WIRE)--COOL COMPANY LTD. (“COOLCO” OR THE “COMPANY”) ADVISED TODAY THAT, PURSUANT TO THE COMPANY'S LONG-TERM INCENTIVE PROGRAM (THE “LTIP”), CERTAIN OUTSTANDING RESTRICTED STOCK UNITS (“RSUS”) AWARDED/AUTHORIZED IN 2022, 2023 AND 2025 VESTED ON NOVEMBER 30, 2025. DETAILS OF THE VESTING OF RSUS TO PRIMARY INSIDERS ARE AS FOLLOWS: RICHARD TYRRELL: 7,812 RSUS (INCLUDING 797 RSUS SUBJECT TO ACCRUED DIVIDEND EQUIVALENTS) JOHANNES BOOTS: 4,165 RSUS (INCLUDING 418 RSUS SUBJECT TO ACC.",negative,générale,
"Clariant announces leadership transition in its Business Unit Care Chemicals. AD HOC ANNOUNCEMENT PURSUANT TO ART. 53 LR Marcelo Lu to join Clariant in January 2026 as President Designate for Care Chemicals & Americas and Member of Executive Steering Committee Planned succession following Christian Vang's upcoming retirement in 2026 Christian Vang to remain in Advisory Capacity for six months following transition MUTTENZ, DECEMBER 1, 2025  Clariant, a sustainability-focused specialty chemical company, today announced a planned leadership transition within its Business Unit Care Chemicals upon the retirement of Christian Vang in 2026.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
