text,label,importance,correlations
"German investigators launch probe into Boeing 787 incident in Frankfurt. The German Federal Bureau of Aircraft Accident Investigation (BFU) has begun ​an investigation into the Boeing 787 ‌jetliner whose nose gear collapsed on Thursday at a gate at Frankfurt airport, according to a ​BFU spokesperson.",negative,critique,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"Lululemon slides as bleak forecasts deepen turnaround worries. Lululemon Athletica shares dropped 12% in premarket trade on Friday after bleak quarterly and annual profit outlooks deepened concerns over the yoga apparel maker's turnaround ​amid slowing U.S. demand, competition and tariff costs.",negative,critique,CA:WHEAT;LU:FINANCIAL_SERVICES
"Small Cap Watch: Small-cap explorers advance gold, rare earths and antimony projects. The S&P/ASX Small Ordinaries Index (ASX: XSO) slipped 43.7 points, or 1.25%, to close at 3,461.5 yesterday and has eased a further 5.1 points, or 0.15%,...",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
Photos show the lobbies of Goldman Sachs and Morgan Stanley decked out in SpaceX gear ahead of IPO. Two major Wall Street banks are broadcasting their involvement in SpaceX's coming IPO. Goldman Sachs and Morgan Stanley decorated their lobbies with SpaceX gear and logos.,neutral,générale,DE:AIRCRAFT;FR:ELECTRICITY
"Arcturus Therapeutics Highlights mRNA Pipeline, CF Data and Vaccine Expansion at Jefferies. Arcturus Therapeutics NASDAQ: ARCT President and CEO Joseph Payne outlined the company's messenger RNA programs, vaccine approvals and upcoming clinical milestones during a presentation at the Jefferies Global Healthcare Conference in New York.",neutral,générale,FR:BEVERAGES;FR:FINANCIAL_SERVICES
"Sonida Senior Living: The Turnaround Is Over, Now Comes The Compounding. Sonida Senior Living has completed its turnaround, with occupancy at 87.2% and NOI margins at 31.2%, post-pandemic recovery. The $1.8B CNL Healthcare acquisition doubles SNDA's scale, with management targeting $16–20M in annual G&A synergies and further operational efficiencies. Key risks include high leverage ($1.57B net debt) and successful integration of CNL. Deleveraging and operational execution are critical to the Buy thesis.",positive,importante,DE:AIRCRAFT;FR:ELECTRICITY
"Here Announces Unaudited Financial Results for the Third Quarter of Fiscal Year 2026. BEIJING, June 05, 2026 (GLOBE NEWSWIRE) -- Here Group Limited (NASDAQ: HERE) (“Here” or the “Company”), an IP1-based pop toy company dedicated to creating beloved collectibles and trend-defining experiences, today announced its unaudited financial results for the third quarter of the fiscal year ending June 30, 2026 (the “third quarter of FY 2026”, which refers to the quarter from January 1, 2026 to March 31, 2026).",neutral,générale,FR:FINANCIAL_SERVICES
"American Airlines: Fuel Headwinds Are Masking A Compelling Turnaround Story. American Airlines is rated Buy despite a challenged balance sheet and volatile fuel costs, as the market is undervaluing structural revenue recovery. Premium cabin load factors and AAdvantage loyalty enrollment are at record highs, with corporate and SME travel revenue up 13% and 28%, respectively. Management reduced debt by $1.8 billion in Q1, prioritizing free cash flow and balance sheet improvement over aggressive fleet expansion.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"What SpaceX is really worth, according to the professor called the dean of valuation. Aswath Damodaran, the New York University finance professor with the nickname the “dean of valuation,” had estimated, before getting a look at the prospectus, that SpaceX was worth $1.2 trillion. What he says now.",positive,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
"INTERACTIVE BROKERS OFFERS ELIGIBLE CLIENTS ACCESS TO THE SPACE EXPLORATION TECHNOLOGIES CORP INITIAL PUBLIC OFFERING. LONDON--(BUSINESS WIRE)--INTERACTIVE BROKERS (U.K.) LIMITED, PART OF INTERACTIVE BROKERS GROUP (NASDAQ: IBKR), AN AUTOMATED GLOBAL ELECTRONIC BROKER, TODAY ANNOUNCED THAT ELIGIBLE CLIENTS CAN PARTICIPATE IN THE INITIAL PUBLIC OFFERING (THE “OFFERING”) OF SPACE EXPLORATION TECHNOLOGIES CORP (THE “COMPANY”), AHEAD OF THE ADMISSION OF THE COMPANY'S SHARES TO TRADING ON NASDAQ. THROUGH THE IBKR PLATFORM, ELIGIBLE CLIENTS LOCATED AND TAX RESIDENT IN THE UNITED KINGDOM CAN REVIEW THE OFFERING AND SUB.",neutral,générale,
"Why is XRP falling even as institutional ETF inflows turn positive?. The cryptocurrency market has continued its negative performance this week, with Bitcoin, Ethereum, and XRP extending their losses. Bitcoin briefly touched the $61,100 level, while Ethereum risks dropping below $1,500 in the near term. Meanwhile, Ripple's XRP is trading around $1.11 on Friday, marking its lowest level since February 6 and extending its losing streak to six consecutive sessions. The decline reflects continued weakness across the broader crypto market amid heightened geopolitical uncertainty and fading investor confidence. XRP ETF inflow resumes, but price action remains weak Institutional flows into XRP investment products have flipped positive, with approximately $4 million in inflows recorded on Thursday. This was after $5 million in outflows were recorded the previous day.",negative,importante,IN:IT_SERVICES
"Goldman CEO says the bank's entry-level hiring may 'contract a little' as AI changes the talent mix. David Solomon said AI will make ""nuanced changes"" to hiring over the next three years. The CEO said his bank is hiring at least 2,400 interns this year, in line with pre-COVID levels.",neutral,générale,US:PETROLEUM_CRUDE;HK:SILVER
Meet the SpaceX Employees Who Are About to Become Overnight Millionaires. Many current and former staffers have stakes valued at millions of dollars and will be able to tap them more easily after the rocket maker goes public.,positive,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Top Wall Street Forecasters Revamp ABM Industries Price Target Ahead Of Q2 Earnings. ABM Industries Inc (NYSE: ABM) reports Q2 earnings on June 5. Wall Street predicts EPS of 88 cents, 5.2% revenue growth. Analysts rate ABM as a Buy.",neutral,générale,FR:BEVERAGES
"Nebius Isn't Expensive, But CoreWeave Is Underappreciated. CoreWeave offers superior near-term revenue visibility and execution certainty versus Nebius, supporting a Buy rating on CRWV and a Sell/hedge on NBIS. Both NBIS and CRWV now trade at similar growth-adjusted valuations, but CRWV's backlog and contracted revenue provide greater downside protection through 2027. NBIS's recent rally has closed its historical valuation gap, while CRWV's muted price action and sold-out 2026 capacity make it the preferred exposure amid macro uncertainty.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Enbridge: 5% Yield And Strong Growth. Enbridge remains a cash flow powerhouse, leveraging a premier North American energy infrastructure portfolio to drive robust returns and future growth. Enbridge's diversified segments—liquids pipelines, gas transmission, utilities, and renewables—position it to benefit from rising North American energy demand and export growth. Guiding for 3% DCF/share growth and a 7.5% DCF yield, Enbridge supports a 5% dividend yield with mid-single-digit annual increases and a $40 billion capital program.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"BOE Survey Finds Businesses Expect to Raise Prices at Faster Rate. U.K. businesses polled in May expected to raise their prices at a faster rate, but wage increases were seen slowing, according to a Bank of England survey released Friday.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Buy The Chip Dip: 3 Top Semiconductor Stocks. The tech sector's blistering run came to a halt on Wednesday as renewed strikes in Iran and a sour response to Broadcom's earnings weighed on sentiment. Despite a stellar Q2 with record revenue and margins, Broadcom sank 15% Thursday, dragging chip stocks lower. This long-awaited rotation presents an opportunity for semiconductor names that pair strong forward earnings growth with durable profitability.",neutral,importante,IN:IT_SERVICES
"Chart Alert: EUR/USD Finds Support as ECB Hawkishness Offsets Fed Strength Ahead of NFP. Ahead of today's critical US Nonfarm Payrolls release, the EUR/USD pair has been grinding sideways around the 1.1610-1.1620 zone, showing resilience amid a fundamentally strong US Dollar environment.",neutral,générale,
"Title: Bitcoin Price Breaches $63,000 as Liquidations Deepen, But the Next Move is Worrisome. Bitcoin has breached the critical $63,000 mark as derivative liquidations deepen, signaling a potentially more worrisome structural breakdown ahead.",neutral,importante,
"Bitcoin struggles for attention as traders chase stock and pre IPO contracts: report. Bitcoin and Ethereum trading activity has fallen to multi-quarter lows on Hyperliquid, while volume in equity-linked and pre-IPO perpetual contracts has climbed sharply. According to a June 5 report from Block Scholes shared with crypto.",negative,importante,
"Prediction markets see little chance of Bitcoin breaking out of its current range this month. Bitcoin is unlikely to stage a meaningful recovery in June, according to traders on Polymarket, the prediction market platform, with the heaviest betting concentrated around a modest rise to $65,000 from its current level of around $63,000. The Polymarket market, which asks what price Bitcoin will hit before resolving on 1 July 2026, shows the $65,000 outcome commanding a 76% probability, by far the most heavily backed threshold on the board.",negative,importante,
"Worldcoin Drops 8.7% Despite ‘Extreme Greed' Signal, Volatility Rises on Upbit. Worldcoin (WLD) drew outsized attention in Tuesday ET trading after sliding despite flashing an ‘extreme greed' signal on a major Korean exchange sentiment gauge—an unusual combination that often points to elevated short-term volatility and profit-taking pressure. On Upbit's KRW market, WLD changed hands around 734 won, down 8.71% on the day.",negative,générale,
"Canadian Dollar Remains Vulnerable Near 1.40 - Scotiabank USD/CAD Forecast. The US Dollar to Canadian Dollar (USD/CAD) exchange rate has strengthened steadily over the past two weeks and is trading near 1.3900 after climbing from levels below 1.38 at the end of May. Scotiabank notes that a run of disappointing Canadian economic data has contrasted sharply with stronger US releases, helping to widen interest-rate.",negative,générale,
"Dave: Credit Quality Keeps Improving As Earnings Surge. Dave Inc. is rated Strong Buy with a $350 price target, reflecting robust growth, margin expansion, and aggressive share buybacks. DAVE posted Q1 revenue up 47% YoY, adjusted EBITDA up 57%, and net income up 101%, demonstrating strong operating leverage and improving credit quality. The proprietary CashAI model underpins low CAC ($18), rising ARPU ($212), and record-low delinquency rates, supporting durable profitability and future product expansion.",positive,générale,US:PETROLEUM_CRUDE;HK:SILVER
"BITGET WALLET BRINGS POLYMARKET'S $1.2B WORLD CUP PREDICTION MARKETS TO MOBILE USERS. BITGET WALLET, THE LEADING EVERYDAY FINANCE APP, HAS LAUNCHED A WORLD CUP PREDICTION INITIATIVE WITH POLYMARKET, EXTENDING ACCESS TO ONCHAIN PREDICTION",positive,importante,
"Five Below Q1 Earnings Call Shows Strategy Has More Runway. FIVE says Q1 traffic gains stem from deeper merchandising and marketing shifts, and it raised full-year guidance despite consumer caution.",neutral,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Intraday Analysis 05.06.2026. Intraday analysis covering USDCHF sliding lower , EURGBP , and GER 40, highlighting recent price movements, key technical levels, and short-term momentum shifts across major markets. USDCHF sliding lower The US dollar continues to feel the heat amid global trade tensions, as prices fell below the 07900 level.",neutral,générale,
