text,label,importance
"Stellantis discontinues hydrogen fuel cell technology development programme. Carmaker Stellantis , said on Wednesday it would discontinue its hydrogen fuel cell technology development programme and cancel the planned launch of hydrogen vehicles.",positive,critique
"TotalEnergies sees hydrocarbon production at middle of guidance in Q2. French oil major TotalEnergies expects hydrocarbon production to come at the midpoint of its quarterly guidance in the second quarter, it said in a trading update on Wednesday.",positive,générale
"AstraZeneca drug fails main goal of late-stage amyloidosis study. AstraZeneca on Wednesday said that its experimental drug anselamimab did not meet the main goal of a late-stage study for the treatment of AL amyloidosis, a rare condition that causes a buildup of protein deposits in the body.",positive,critique
"Hofseth Biocare ASA: HBC's ProGo® has won Ingredient of the Year for Healthy Aging at the prestigious Nutraingredients USA awards ceremony in Chicago. According to the judges, the winning factors placing ProGo® well ahead of the competition are its unique ability to activate GLP-1 and GIP receptors, coupled with its unrivalled sustainability credentials including Upcycled Certified by WFCF (Where Food Comes From). Most significantly, these benefits are supported and evidenced through two clinical studies demonstrating weight loss with ProGo®.",positive,importante
"Empire Metals Limited Announces Team Expansion & Bulk Met Testing Commences. Empire Expands Process and Engineering Development Team Commences Bulk Metallurgical Testing LONDON, UNITED KINGDOM / ACCESS Newswire / July 16, 2025 / Empire Metals Limited (LON:EEE), the AIM-quoted and OTCQB-traded resource exploration and development company, is pleased to announce several strategic technical appointments and partnerships that strengthen the in-house project development team and support the advancement of the Pitfield Titanium Project (""Pitfield"" or the ""Project"") in Western Australia. These appointments coincide with the commencement of bulk-scale metallurgical testing, a critical step in progressing Pitfield toward commercial development.",positive,importante
"Chainlink, Blockchain Association Launch 50-state ‘Tokenized in America' Crypto Scorecard. Chainlink and the Blockchain Association introduced a comprehensive evaluation system measuring each US state's blockchain and cryptocurrency policy advancement across six key categories.",positive,importante
"Western Digital: HAMR Commercialization Is Not Too Far. Western Digital is positioned for long-term growth, driven by AI and cloud computing's data explosion. The company has recovered from a downturn caused by falling Flash memory prices and is advancing toward HAMR commercialization by 2026. While Seagate has a first-mover advantage with HAMR, Western Digital is closing the gap due to booming hyperscaler demand.",positive,importante
"Latam Insights Encore: US Senate's Weaponization of Bitcoin Ownership Should Raise Concerns. Welcome to Latam Insights Encore, a deep dive into Latin America's most relevant economic and crypto news from the past week. This edition explores how the U.S. Senate is weaponizing bitcoin against El Salvador in a politicized attempt to sanction Bukele's administration on alleged human rights violations. Latam Insights Encore: U.S.",neutral,importante
"Mkango Resources Limited Announces Exercise of Warrants. EXERCISE OF WARRANTS LONDON, UK AND CALGARY, AB / ACCESS Newswire / July 16, 2025 / Mkango Resources Ltd (AIM:MKA)(TSXV:MKA) (the ""Company"" or ""Mkango""), announces that it has received exercise notices from certain Mkango warrant holders to exercise 600,000 warrants over common shares in the Company, at a price of five (5) pence per common share and 5,090,000 warrants over common shares in the Company, at a price of seven (7) pence per common share. Accordingly, the Company will issue 5,690,000 common shares to satisfy this exercise.",neutral,générale
"Stellantis Discontinues Hydrogen Fuel Cell Technology Development Program. Stellantis Discontinues Hydrogen Fuel Cell Technology Development Program As the hydrogen market is showing no development prospect at mid-term, Stellantis has decided to discontinue its hydrogen fuel cell technology development program. Series production of hydrogen-powered Pro One vans in Hordain, France, and Gliwice, Poland, ends.",positive,critique
