text,label,importance,correlations
"As wellness trends go upscale, Nestle's mass-market vitamins lose some shine. Nestle wants out of mass-market vitamins. But a move by consumers towards more expensive, science-backed products risks complicating the Swiss conglomerate's effort to fetch a high price for its underperforming brands.",negative,importante,US:PETROLEUM_CRUDE;HK:SILVER
"Credit Agricole sets 2028 profit target above expectations, eyes more deals. Credit Agricole on Tuesday set out a new net profit target of more than 8.5 billion euros ($9.0 billion) by 2028, beating analyst expectations as investors track the French bank's interest in Italian lender Banco BPM.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Amundi to buy 10% of Britain's ICG in private markets push. Amundi is buying a 9.9% stake in London‑listed Intermediate Capital Group to expand in private markets under its new three‑year strategic plan, Europe's largest asset manager said on Tuesday.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"AkzoNobel and Axalta to Combine in All-Stock Merger of Equals, Creating a Premier Global Coatings Company. Creates a global coatings leader with $17 billion in revenue and an enterprise value of $25 billion Significant value creation with approximately $600 million in cost synergies supporting strategic and capital allocation priorities Combines highly complementary portfolios across end markets, driving stronger revenue growth, enhanced profitability and increased value for customers Expands geographic reach, brings together world-class technology and innovation platforms and offers a full spectrum of solutions to deliver exceptional value to customers Highly attractive financial profile featuring strong EBITDA margins and robust cash flow generation One ‑ tier Board to be led by current Axalta Chair Rakesh Sachdev as Chair; AkzoNobel CEO Greg Poux-Guillaume to serve as CEO of the combined company Combined company to transition to a single NYSE listing; dual headquarters in Amsterdam and Philadelphia and domiciled in the Netherlands Companies to host joint investor conference call November 18 at 8:30 a.m. EST / 2:30 p.m.",positive,importante,FR:BEVERAGES;DE:AIRCRAFT
"Zymeworks Announces Strategic Initiative to Optimize Value of Licensed Products by Building a Diversified Portfolio of Revenue-Generating Assets. VANCOUVER, British Columbia, Nov. 18, 2025 (GLOBE NEWSWIRE) -- Zymeworks Inc. (Nasdaq: ZYME) a biotechnology company managing a portfolio of licensed healthcare assets, while developing a diverse pipeline of novel, multifunctional biotherapeutics, today announced a novel strategic initiative focused on optimizing future cash flows from Ziihera® (zanidatamab-hrii), other licensed products and other healthcare assets. Together with the ability to leverage existing and future R&D partnerships and collaborations through internal innovation, this strategy seeks to optimize a long-term source of growing revenue streams with carefully managed R&D investments to establish a durable, profitable operating structure.",positive,générale,FR:BEVERAGES;DE:AIRCRAFT
"ICG and Amundi announce a long-term strategic partnership to develop private markets products managed by ICG and distributed by Amundi targeted at wealth investors. THIS ANNOUNCEMENT CONTAINS INSIDE INFORMATION FOR IMMEDIATE RELEASE 18 November 2025 ICG and Amundi announce a long-term strategic partnership to develop private markets products managed by ICG and distributed by Amundi targeted at wealth investors ICG plc (“ICG” or the “Company”) and Amundi (“Amundi”) are announcing today a distribution and equity partnership that will combine ICG's investment expertise and track record of successfully launching new investment strategies with Amundi's international distribution capacity in the wealth channel and its structuring capability in designing solutions for wealth clients. The parties will initially focus on developing two European evergreen funds, in private equity secondaries and private debt, and are committed over time to broadening their range of investment strategies and products appropriate for wealth investors.",positive,générale,IN:IT_SERVICES
"[Ad hoc announcement pursuant to Art. 53 LR] Roche's giredestrant becomes the first oral SERD to show superior invasive disease-free survival in early breast cancer. Basel, 18 November 2025 - Roche (SIX: RO, ROG; OTCQX: RHHBY) announced today positive phase III results from the lidERA Breast Cancer study evaluating investigational giredestrant as an adjuvant endocrine treatment for people with oestrogen receptor (ER)-positive, human epidermal growth factor receptor 2 (HER2)-negative, early-stage breast cancer. The study met its primary endpoint at a pre-planned interim analysis, showing a statistically significant and clinically meaningful improvement in invasive disease-free survival with giredestrant versus standard-of-care endocrine therapy. lidERA is the first phase III trial of a selective oestrogen receptor degrader (SERD) to demonstrate a significant benefit in the adjuvant setting. The majority of breast cancer cases are diagnosed at an early stage.2",positive,importante,FR:ELECTRICITY;FR:FINANCIAL_SERVICES
"Genentech's Giredestrant Becomes the First Oral SERD to Show Superior Invasive Disease-Free Survival in Early Breast Cancer. SOUTH SAN FRANCISCO, Calif.--(BUSINESS WIRE)--Genentech, a member of the Roche Group (SIX: RO, ROG; OTCQX: RHHBY), announced today positive Phase III results from the lidERA Breast Cancer study evaluating investigational giredestrant as an adjuvant endocrine treatment for people with estrogen receptor (ER)-positive, human epidermal growth factor receptor 2 (HER2)-negative, early-stage breast cancer. The study met its primary endpoint at a pre-planned interim analysis, showing a statistically si.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
ING Bank Śląski takes full control of Goldman Sachs TFI by acquiring remaining 55% stake. ING Bank Śląski takes full control of Goldman Sachs TFI by acquiring remaining 55% stake ING announced today that ING Bank Śląski has reached an agreement with Goldman Sachs on the full acquisition of the Polish asset management company Goldman Sachs TFI. ING already owns 45% of the company and with acquiring the remaining 55% stake it brings its ownership to 100%.,positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"S&P Global Publishes Findings on Unlocking Africa's Economic Potential. Look Forward: Unlocking Africa brings together S&P Global research on the continent's economic outlook Report highlights how renewable energy, sustainable and blended finance, capital market development, and infrastructure investment are shaping Africa's future JOHANNESBURG , Nov. 18, 2025 /PRNewswire/ -- Africa's abundant natural resources, young population and expanding middle class are set to redefine the continent's role in global economic growth, sustainable development and the energy transition, S&P Global said in its latest Look Forward Journal. Look Forward: Unlocking Africa brings together S&P Global research on the continent's economic outlook, highlighting how renewable energy, sustainable and blended finance, capital market development, and infrastructure investment are shaping Africa's future.",neutral,générale,
"Alm. Brand Group hosts Capital Markets Day and releases financial targets for 2028. Today, Alm. Brand Group will host a Capital Markets Day to present its new strategy Unfolding the scale potential and financial targets for 2028.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
