text,label,importance,correlations
"Centrica, Energy Capital Partners to buy National Grid's LNG terminal for $2 billion. British Gas owner Centrica said on Thursday it will be jointly buying National Grid's Grain LNG terminal with U.S.-based infrastructure investor Energy Capital Partners for an enterprise value of about 1.5 billion pounds ($2.04 billion).",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"Hapag-Lloyd posts 3.1% lower net profit in H1, lowers top of FY forecast. German container shipping company Hapag-Lloyd , the world's fifth largest, on Thursday posted a 3.1% decline in its first-half net income to 709 million euros ($829 million) and brought down the top of its full-year earnings forecast range, citing geopolitical uncertainty.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Focus: 'Tesla shame' bypasses Norway as sales jump despite Musk's politics. Like many Norwegians, Espen Lysholm is not a fan of Elon Musk these days, uncomfortable with the world's richest man's lurch into right-wing politics.",negative,générale,FR:FINANCIAL_SERVICES;IN:IT_SERVICES
"Tocvan Secures Full Permit Approval For Pilot Mine Facility At Gran Pilar Gold-Silver Project. Highlights: Permit for 10 Year Pilot Mine Facility Approved 50,000 tonne capacity heap leach pad 4.5-hectare infrastructure layout with hydrometallurgical processing facility Fully Permitted for Pilot Mine Development and Exploration Across 100% Controlled Gran Pilar Operational Goals for Pilot: 50,000 tonnes 1.2 g/t Gold 70% Recovery CALGARY, AB / ACCESS Newswire / August 14, 2025 / Tocvan Ventures Corp. (the ""Company"") (CSE:TOC)(OTCQB:TCVNF)(WKN:TV3/A2PE64), is excited to announce that it has received permit approval for the development of a 50,000-tonne pilot mine facility at its flagship Gran Pilar Gold-Silver Project in Sonora, Mexico. This milestone, combined with the previously announced drilling and trenching permits, marks a significant step forward in advancing the project toward production.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
"Itaú Q2: Excellent Result And Reiterated Recommendation. Itaú reported a healthy credit portfolio, focusing on high-income, low-risk customers. The company reported controlled NPLs, with the lowest historical default rate for individuals. Net interest income guidance was revised upwards. Technology-driven expense efficiency stands out.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"Cornish Metals Releases Unaudited Financial Statements and Management's Discussion and Analysis for the Six Months Ended 30 June 2025. VANCOUVER, British Columbia, Aug. 14, 2025 (GLOBE NEWSWIRE) -- Cornish Metals Inc. (TSX-V/AIM: CUSN) (“Cornish Metals” or the “Company”), a mineral exploration and development company focused on advancing its wholly owned and permitted South Crofty tin project in Cornwall, United Kingdom, is pleased to announce that it has released its unaudited financial statements and management, discussion and analysis (“MD&A”) for the six months ended June 30, 2025. The reports are available under the Company's profile on SEDAR+ (www.sedarplus.ca) and on the Company's website (www.cornishmetals.com).",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Falcon Oil & Gas Ltd. - Native Title holder approval obtained to sell gas under Beneficial Use of Gas legislation. Falcon Oil & Gas Ltd (“Falcon”) Native Title holder approval obtained to sell gas under Beneficial Use of Gas legislation 14 August 2025 – Falcon Oil & Gas Ltd. (TSXV: FO, AIM: FOG) is pleased to announce that an historic agreement has been reached between Falcon Oil & Gas Australia Limited's (“Falcon Australia”) joint venture partners' Tamboran (B2) Pty Limited (collectively the “Beetaloo JV partners”) parent company, Tamboran Resources Corporation, with Native Title Holders and the Northern Land Council for the sale of appraisal gas from their Exploration Permits (EP) in the Beetaloo sub-basin (“Agreement”).",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Gold flat lines as upbeat market mood offsets Fed rate cut bets. Gold (XAU/USD) struggles to capitalize on its modest Asian session gains to a three-day peak and attracts some intraday sellers near the $3,375 region. The global risk sentiment remains well supported by the optimism over an extension of the US-China trade truce for another three months and the US-Russia summit on Friday aimed at ending the war in Ukraine.",neutral,générale,
"PRESS RELEASE: SANOFI'S RILZABRUTINIB EARNS ORPHAN DESIGNATION IN THE EU FOR IGG4-RELATED DISEASE. SANOFI'S RILZABRUTINIB EARNS ORPHAN DESIGNATION IN THE EU FOR IGG4-RELATED DISEASE DATA FROM THE POSITIVE PHASE 2 STUDY EVALUATING RILZABRUTINIB FOR THE TREATMENT OF IGG4-RELATED DISEASE PRESENTED AT EULAR 2025 ADDITIONAL ORPHAN DESIGNATION UNDERSCORES SANOFI COMMITMENT TO ADVANCING NEW MEDICINES IN IMMUNE-MEDIATED RARE DISEASES PARIS, AUGUST 14, 2025. THE EUROPEAN MEDICINES AGENCY HAS GRANTED ORPHAN DESIGNATION TO RILZABRUTINIB, A REVERSIBLE COVALENT BRUTON'S TYROSINE KINASE (BTK) INHIBITOR, FOR IGG4-RELATED DISEASE (IGG4-RD).",positive,importante,
"Joby Aviation: Revenue Acceleration Likely To Begin Next Year. I expect revenue acceleration for Joby Aviation to begin next year, with the start of commercial operations in Dubai. Blade deal (~$125M) gives licenses, terminals, and brand access in the U.S. and Europe, positioning routes like Manhattan–JFK/Newark and Nice–Monaco ahead of the anticipated certification. I believe the biggest upside is in the aircraft sales pipeline: up to 200 Saudi aircraft (~$1B) with Abdul Latif Jameel, a +100 aircraft ANA JV in Japan.",positive,importante,FR:FINANCIAL_SERVICES
