text,label,importance,correlations
Village Farms Shows Strong Q4 Performance But Cannabis Sector Remains Weak (Rating Downgrade). Village Farms reported strong Q4-2025 financial performance with increasing revenue and net income. The company has expanded its grow facilities and is benefiting from strong international cannabis sales. The company will see higher revenue over 2026 from the increase of its output capacity.,positive,importante,FR:BEVERAGES;DE:AIRCRAFT
"Campbell's Is Dangerously Close to Getting Kicked Out of the S&P 500. Here's Why the High-Yield Dividend Stock Is a Buy Anyway.. Campbell's is at multi-year lows, making it one of the smallest S&P 500 components. Management slashed guidance, anticipating negative sales and a 23% to 26% decrease in adjusted earnings per share.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"ROSEN, NATIONAL INVESTOR COUNSEL, Encourages PomDoctor Ltd. Investors to Secure Counsel Before Important Deadline in Securities Class Action - POM. New York, New York--(Newsfile Corp. - March 14, 2026) - WHY: Rosen Law Firm, a global investor rights law firm, reminds purchasers of securities of PomDoctor Ltd. (NASDAQ: POM) between October 9, 2025 and December 11, 2025, inclusive (the ""Class Period""), of the important April 7, 2026 lead plaintiff deadline.",negative,importante,US:PETROLEUM_CRUDE;HK:SILVER
"BRBR IMPORTANT DEADLINE: ROSEN, SKILLED INVESTOR COUNSEL, Encourages BellRing Brands, Inc. Investors to Secure Counsel Before Important March 23 Deadline in Securities Class Action - BRBR. New York, New York--(Newsfile Corp. - March 14, 2026) - WHY: Rosen Law Firm, a global investor rights law firm, reminds purchasers of securities of BellRing Brands, Inc. (NYSE: BRBR) between November 19, 2024 and August 4, 2025, both dates inclusive (the ""Class Period""), of the important March 23, 2026 lead plaintiff deadline. SO WHAT: If you purchased BellRing securities during the Class Period you may be entitled to compensation without payment of any out of pocket fees or costs through a contingency fee arrangement.",negative,importante,FR:FINANCIAL_SERVICES
"The movement in the stock market is oil UP, stocks DOWN: Josh Schafer. A panel discusses oil prices surging as the Iran conflict rocks the markets and more on ‘Barron's Roundtable.' #fox #media #breakingnews #us #usa #new #news #breaking #foxbusiness #barronsroundtable #stockmarket #stocks #investing #oil #energy #markets #economy #finance #wallstreet #iran #conflict #geopolitics #business #joshschafer",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"This Artificial Intelligence (AI) Stock Just Landed a Deal Worth Over $100 Billion. Is It a Buy?. AMD is the second-largest data center GPU company by market share. Late last year, it locked in a potential $100 billion deal with OpenAI, with Microsoft, Meta, and Oracle also announcing they would buy AMD chips.",neutral,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"First Commonwealth Financial: Just Good Enough To Remain Bullish. First Commonwealth Financial remains a 'buy' despite recent share underperformance and slightly elevated valuation multiples. FCF demonstrates strong asset quality, with return on assets at 1.46% and manageable exposure to office real estate loans. Deposit and loan growth continue, though uninsured deposits have risen to 29% and non-performing loans increased to 0.94%.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
Here Are My Top 5 Artificial Intelligence (AI) Stocks to Buy Right Now. Nvidia and Broadcom are set to cash in on huge AI spending. Taiwan Semiconductor is fabricating chips for all of the major hardware providers.,neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES
"Grab's Revenue Flywheel Will Drive Material Growth. GRAB's valuation is at its lowest ever multiple since the superapp went public, trading at 4.8x trailing sales and 2.5x forward sales net of cash. Strong GMV growth of 21% year-over-year during the fourth quarter, rising user penetration, and a strategic superapp position underpin a long-term bullish thesis in Southeast Asia's fast-growing markets. Risks include potential Indonesian regulatory changes, intensifying competition, and macro/geopolitical headwinds, but 20% revenue CAGR and 80% FCF conversion through 2028 guide conviction.",positive,importante,DE:AIRCRAFT;FR:ELECTRICITY
2 No-Brainer Warren Buffett Stocks to Buy Right Now. You can see Berkshire Hathaway's holdings every three months. Coca-Cola has raised dividends for more than 60 straight years.,neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
"Xinhua Silk Road: 34. East China Fair unterstreicht Widerstandsfähigkeit und Vitalität des Außenhandels. /PRNewswire/ -- Als die viertägige 34. East China Fair (ECF) kürzlich in Shanghai zu Ende ging, unterstrichen Bestellabsichten in Höhe von rund 2,2 Milliarden",neutral,importante,FR:FINANCIAL_SERVICES;IN:IT_SERVICES
"Euro Technical Forecast: EUR/USD Crashes to Seven-Month Lows- 5% Drop Exposes Pivotal Support. The Euro has extended its sharp decline from the February highs, sending EUR/USD to its lowest levels in seven months and confirming a decisive shift in momentum. The breakdown below the 52-week moving average underscores the strength of the recent selloff threatens further losses for the single currency.",neutral,générale,
"ROSEN, A LEADING LAW FIRM, ENCOURAGES SOLENO THERAPEUTICS, INC. INVESTORS TO SECURE COUNSEL BEFORE IMPORTANT DEADLINE IN SECURITIES CLASS ACTION - SLNO. NEW YORK, NEW YORK--(NEWSFILE CORP. - MARCH 14, 2026) - WHY: ROSEN LAW FIRM, A GLOBAL INVESTOR RIGHTS LAW FIRM, ANNOUNCES A CLASS ACTION LAWSUIT ON BEHALF OF PURCHASERS OF COMMON STOCK OF SOLENO THERAPEUTICS, INC. (NASDAQ: SLNO) BETWEEN MARCH 26, 2025 THROUGH NOVEMBER 4, 2025, BOTH DATES INCLUSIVE (THE ""CLASS PERIOD""). A CLASS ACTION LAWSUIT HAS ALREADY BEEN FILED.",negative,importante,
"Stride: Inconsistent Platform Driven By Great Demand. Stride (LRN) offers alternative K-12 and career-focused online education, targeting enrollment growth as its main revenue driver. LRN's competitive edge is scale, but customer satisfaction issues and enrollment legitimacy risks threaten long-term sustainability. Flat 2026 revenue growth guidance (5%) and a fair value estimate of $87 align with the current $84 stock price.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
