text,label,importance
"Japan's MUFG targets US for securitisation business, plans to boost headcount. Mitsubishi UFJ Financial Group plans to expand its securitisation business globally, with a focus on North America, and will increase headcount in this area by around 25%, a senior executive at Japan's largest banking group said in an interview.",positive,importante
"Google to discount cloud computing services for US government, FT reports. Google will heavily discount cloud computing services for the U.S. government in a deal that could be finalised within weeks, the Financial Times reported on Friday, citing a senior official at the General Services Administration (GSA).",negative,générale
"Norway's DNB Bank misses profit forecast in 2nd quarter. Norway's largest bank DNB on Friday reported smaller than expected second-quarter earnings despite continued strong lending growth and high customer activity, affected by higher impairment provisions.",positive,critique
"Glenmark Pharma jumps on unit's cancer licensing deal with AbbVie. Shares of Glenmark Pharmaceuticals jumped 10% in early trade on Friday, a day after a unit of the Indian drugmaker signed an exclusive licensing deal with U.S. peer AbbVie for its cancer treatment.",neutral,importante
"Nissan Motor raises $4.5 billion in bond sales, term sheet shows. Japan's Nissan Motor has raised $4.52 billion in U.S. dollar- and euro-denominated senior unsecured bonds, according to a term sheet reviewed by Reuters on Friday, with the proceeds intended to refinance existing debt.",neutral,importante
"BP flags lower gas, oil price hit for second quarter. BP's second-quarter results will be hit by lower prices it received for its gas and oil, it said in a quarterly trading update on Friday, ahead of full results due August 5.",positive,importante
"The Bottom Fishing Club - LGI Homes: Large Discount To Net Assets. LGI Homes is attractively valued for new investors, with a deep discount to tangible book and forward P/E near 6x, a far better setup than homebuilding peers. The company's focus on developing new communities distinguishes it from many competitors while adding strategic value. Despite recession fears and sector headwinds, technical momentum signals and insider trading activity suggest the potential for a turnaround.",neutral,importante
"PREMIUM CATERING (HOLDINGS) LIMITED ANNOUNCES RESULTS OF ITS EXTRAORDINARY GENERAL MEETING AND SHARE CONSOLIDATION. SINGAPORE, July 11, 2025 (GLOBE NEWSWIRE) -- Premium Catering (Holdings) Limited (“PC” or the “Company”) (Nasdaq: PC), announced that the members approved a share consolidation (“Reverse Stock Split”) of the Company's authorized and issued Ordinary Shares at a ratio from 1 for 2 to 1 for 18 (the “Range”) at an Extraordinary General Meeting (“EGM”) held today. Following the EGM, the Board of Directors authorized a Reverse Stock Split of 1:9 for all shareholders of record on July 21, 2025. The Company's Ordinary Shares are expected to begin trading on a Reverse Stock Split adjusted basis on the Nasdaq Capital Market as of the open of trading on July 22, 2025 under the existing ticket symbol of “PC”.",neutral,générale
"Watsco Q2 Preview: A2L Refrigerant Transition Is A Multi-Year Catalyst, Initiating With 'Buy'. Watsco is well-positioned to benefit from the industry transition to A2L refrigerants, driving multi-year replacement demand and pricing growth. The company's robust balance sheet, extensive service network, and successful tuck-in acquisitions support ongoing market consolidation and shareholder value. Watsco's investments in technology and e-commerce enhance contractor productivity and customer satisfaction, strengthening its competitive advantages and pricing power.",neutral,importante
"ALIBABA'S AMAP LAUNCHES CHINA'S FIRST MULTILINGUAL MAP WITH 14 NEW LANGUAGES FOR OVERSEAS USERS. HONG KONG SAR--(NEWSFILE CORP. - JULY 10, 2025) - AS CHINA CONTINUES TO STREAMLINE ITS VISA, TRANSPORTATION, PAYMENT AND DEPARTURE TAX REFUND POLICIES, INTEREST IN ""CHINA TRAVEL"" IS SOARING. ACCORDING TO THE MINISTRY OF CULTURE AND TOURISM, FOREIGN INBOUND TOURISTS REACHED 7,367,400 IN THE FIRST QUARTER OF 2025, A 39.2% INCREASE YEAR-ON-YEAR.",neutral,importante
"Silver Price Forecast: XAG/USD flirts with short-term trading range hurdle, above $37.00. Silver (XAG/USD) trades with a positive bias for the second straight day and tests the top end of a multi-week-old range during the Asian session on Friday. The white metal currently trades around the $37.20 region, up 0.40% for the day.",neutral,importante
"Celestica's Q2 Earnings Could Unlock The Next Pullback Buy. Celestica has climbed 74% since the first call, yet its EV/Sales remains ~44% below peer average, signaling asymmetry. Q2 consensus EPS is $1.22 with 10 estimate upgrades and zero downgrades, highlighting strong analyst confidence and momentum. Record adjusted operating margin of 7.1% and trailing twelve-month ROIC of 31.5% prove durable cash flow quality.",neutral,importante
