text,label,importance,correlations
"US suspects Nvidia chips smuggled to Alibaba via Thailand, Bloomberg News reports. A firm linked to Thailand's national AI initiative is ​suspected of helping smuggle ‌billions of dollars' worth of Super Micro Computer servers ​containing advanced Nvidia chips ​to China, Bloomberg News reported ⁠on Friday, citing people ​familiar with the matter.",negative,importante,US:PETROLEUM_CRUDE;HK:SILVER
"Rosen Law Firm Encourages ADMA Biologics, Inc. Investors to Inquire About Securities Class Action Investigation - ADMA. NEW YORK, May 8, 2026 /PRNewswire/ -- Why: Rosen Law Firm, a global investor rights law firm, announces an investigation of potential securities claims on behalf of shareholders of ADMA Biologics, Inc. (NASDAQ: ADMA) resulting from allegations that ADMA Biologics may have issued materially misleading business information to the investing public. So What: If you purchased ADMA Biologics securities you may be entitled to compensation without payment of any out of pocket fees or costs through a contingency fee arrangement.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Manhattan Associates, Inc. Investor News: Rosen Law Firm Announces Investigation of Breaches of Fiduciary Duties by the Directors and Officers of Manhattan Associates, Inc. - MANH. NEW YORK, May 8, 2026 /PRNewswire/ -- Rosen Law Firm, a global investor rights law firm, announces an investigation of potential breaches of fiduciary duties by the directors and officers of Manhattan Associates, Inc. (NASDAQ: MANH). If you currently own shares of Manhattan Associates stock, please visit the firm's website at https://rosenlegal.com/submit-form/?case_id=35966 for more information.",neutral,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"EDGE TOTAL INTELLIGENCE ANNOUNCES ORACLE CLOUD INFRASTRUCTURE (OCI) COMPATIBILITY FOR EDGECORE. ORACLE'S OCI CUSTOMERS CAN LEVERAGE EDGECORE™ DATA MESH AND ORCHESTRATION CAPABILITIES TO INTEGRATE OPERATIONAL TELEMETRY, WORKFLOWS, ANALYTICS, AND AI INTO REAL-TIME ACTIONABLE INTELLIGENCE EXPANDED OCI COMPATIBILITY COMPLEMENTS EXISTING ORACLE DATABASE, APPLICATIONS, AND IDENTITY SOLUTIONS, STRENGTHENING EDGETI'S ENTERPRISE, INDUSTRIAL, AND DEFENSE OPERATIONAL REACH REINFORCES EDGETI'S COMMITMENT TO SUPPORT ALL INFRASTRUCTURE MODELS AND VENDORS FROM EDGE TO CLOUD ARLINGTON, VIRGINIA--(NEWSFILE CORP. - MAY 8, 2026) - EDGE TOTAL INTELLIGENCE INC. (TSXV: CTRL) (OTCQB: UNFYF) (FSE: Q5I) (""EDGETI"" OR THE ""COMPANY""), A LEADER IN REAL-TIME DIGITAL TWIN AND DECISION INTELLIGENCE PLATFORMS, TODAY ANNOUNCED EXPANDED COMPATIBILITY OF ITS EDGECORE™ PLATFORM WITH ORACLE CLOUD INFRASTRUCTURE (OCI). THE EXPANDED OCI SUPPORT COMPLEMENTS EDGECORE'S EXISTING ORACLE PRODUCT INTEGRATION CAPABILITIES AND IS DESIGNED TO ACCELERATE MISSION-CRITICAL DEPLOYMENTS AND OPERATIONAL VISIBILITY ACROSS ENTERPRISE, INDUSTRIAL, AND DEFENSE ENVIRONMENTS.",positive,importante,
"After Palantir's Impressive Q1 Earnings Report, This Remains the Biggest Issue With the Stock. Palantir beat analysts' revenue and earnings estimates in the first quarter. Palantir's stock plunged by more than 7% the day after it reported its Q1 results.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Fortegra Appoints Iwan Röpcke as Chief Executive Officer, Belgium. BRUSSELS--(BUSINESS WIRE)--The Fortegra Group, Inc., a global specialty insurer, today announced the appointment of Iwan Röpcke as Chief Executive Officer, Belgium. Mr. Röpcke brings more than 25 years of insurance industry experience to the role, spanning broking, commercial leadership, and executive management across the Benelux and broader European markets. He joins Fortegra from Lloyd's Insurance Company S.A., where he served as Country Manager for Belgium and the Netherlands, building out.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
U.S.-Iran Strikes Test Cease-Fire. Oil Prices Rise But Head for Weekly Losses.. Brent crude and WTI prices were rising early Friday as the U.S. and Iran exchanged strikes but the market is still hopeful of a peace deal.,neutral,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"SAP Executives to Participate in Upcoming Investor Events. WALLDORF, Germany, May 8, 2026 /PRNewswire/ -- SAP SE (NYSE: SAP) today announced the participation of its executive at the following event. The event will be webcast, and the replay will be made available shortly after the event on the SAP Investor Relations website: https://www.sap.com/investors/en/financial-documents-and-events/events.html Financial Analyst Conference at Sapphire Orlando, Florida Investor Relations will host a Financial Analyst Conference as part of SAP Sapphire in Orlando, Florida.",neutral,générale,CA:WHEAT;LU:FINANCIAL_SERVICES;FR:AIRCRAFT
Nvidia's $2.2 Billion Investment in This Rapidly Growing AI Company Is Working Out Great. Neocloud company Nebius expects monster growth this year. Nebius' partnership with Nvidia is key to its ability to provide high-quality cloud infrastructure.,positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
Aptos Foundation Commits $50 Million to Build the Full Stack for Markets and Machines. Aptos backs institutional trading and AI infrastructure with $50M as stablecoin market cap hits $1.93B,positive,générale,DE:AIRCRAFT;FR:ELECTRICITY
"Energy Fuels: The Overlooked Uranium And Rare Earth Breakout Story. Energy Fuels is rated Buy, leveraging uranium supply constraints and a vertically integrated rare earth elements (REE) strategy. UUUU benefits from long-term uranium contracts through 2032, high-grade Pinyon Plain production, and optionality from Whirlwind and Nichols Ranch projects. The underappreciated REE segment, anchored by White Mesa Mill and a $1.9B NPV Phase 2 project, positions the company as a domestic leader.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Bitmine (BMNR) Stock: ETH Acquisition Pace May Decline as 5% Milestone Approaches. Bitmine (BMNR), which operates the world's largest Ethereum corporate treasury, stands just weeks away from achieving a target it originally projected would require five years to complete. At the Consensus 2026 conference in Miami, Chairman Tom Lee revealed that the company is contemplating a deceleration in its intensive Ethereum acquisition campaign.",negative,générale,FR:FINANCIAL_SERVICES
"Bitcoin (BTC) Three-Month Rally Marks End of Bear Market, Tom Lee Declares. Tom Lee, Fundstrat's co-founder and Bitmine's chairman, declared at Consensus 2026 in Miami on May 7 that the cryptocurrency bear market has concluded.",neutral,générale,FR:BEVERAGES;DE:AIRCRAFT
"Autoliv to Discontinue Manufacturing Operations in Türkiye. STOCKHOLM, May 8, 2026 /PRNewswire/ -- Autoliv, Inc. (NYSE: ALV) (SSE: ALIVsdb), the worldwide leader in automotive safety systems, continues its strategy to align production capacity with future EMEA market requirements. As part of this strategy, Autoliv will gradually discontinue its manufacturing operations in Türkiye.",negative,importante,CA:WHEAT;LU:FINANCIAL_SERVICES;AU:WHEAT
"Toncoin (TON) Price Skyrockets 114% After Durov's Blockchain Upgrade Announcement. Toncoin began trading at $1.35 on May 4. Just three days later, during Asian market hours on May 7, the price climbed to $2.90.",neutral,générale,IN:IT_SERVICES
"FARADAY FUTURE TEASES NEW MILESTONE WITH ANNOUNCEMENT COMING ON MAY 10TH. LOS ANGELES--(BUSINESS WIRE)--FARADAY FUTURE INTELLIGENT ELECTRIC INC. (NASDAQ: FFAI) (“FARADAY FUTURE”, “FF” OR THE “COMPANY”), A CALIFORNIA-BASED GLOBAL EMBODIED AI (EAI) ECOSYSTEM COMPANY, TODAY HAS RELEASED A NEW SOCIAL TEASER TITLED “THE NEXT CLIMB BEGINS,” SIGNALING THE COMPANY'S NEXT CHAPTER AND INVITING AUDIENCES TO STAY TUNED FOR AN UPCOMING ANNOUNCEMENT ON MAY 10TH. THE TEASER HIGHLIGHTS FOUR SYMBOLIC PHASES IN FF'S JOURNEY: “THE GREAT ASCENT” FROM MAY 2014 TO SEPTEMBER 2021, “LOST IN.",neutral,générale,
"Pound to Dollar Price News, Forecast: GBP Gains as USD Weakens on Peace Hopes. The Pound to Dollar (GBP/USD) exchange rate edged higher on Thursday as improving global risk sentiment weighed on the safe-haven US Dollar, although political uncertainty linked to the UK local elections capped Sterling's gains. At the time of writing, GBP/USD was trading around $1.3622, up 0.2% on the day.",neutral,générale,
"Dogecoin (DOGE) Faces Downward Pressure as Bearish Pattern Emerges. Dogecoin faces mounting selling pressure this week following a decline exceeding 4%, bringing the meme cryptocurrency to approximately $0.106. The asset has breached the $0.110 threshold and fallen below its 100-hour simple moving average, placing bullish traders in a defensive position.",negative,générale,FR:FINANCIAL_SERVICES
"Is Now the Best Time to Buy SoFi Stock or the Worst?. SoFi reported accelerating growth and record new additions in the first quarter. There were several reasons the market sent the stock down, including maintaining guidance instead of raising it.",positive,importante,FR:ELECTRICITY;FR:BEVERAGES
"Pinterest: Holy Speedy Buybacks Batman!. Pinterest executed a $2B share buyback, retiring 109M shares at an average price of $18, reducing the share count by 16%. PINS timed buybacks aggressively and opportunistically, leveraging a $1B convertible debt deal with Elliott Management at favorable terms. Q1 results were strong: $1B revenue (+17% Y/Y), 11% MAU growth to 631M, and continued conservative guidance outperformance.",positive,importante,CA:WHEAT;LU:FINANCIAL_SERVICES
"Arrow Exploration puts new Colombia well on production. Arrow Exploration Corp (TSX-V:AXL, AIM:AXL, OTC:CSTPF) said its latest Mateguafa appraisal well has moved into production, adding restricted output of 564 barrels of oil per day gross as the company advances its Colombian drilling programme. The Mateguafa HZ12 well, or M-HZ12, was drilled on time and under budget to a total measured depth of 13,824 feet and encountered multiple hydrocarbon-bearing intervals.",positive,générale,US:PETROLEUM_CRUDE;HK:SILVER
"Aptos Foundation and Labs back AI future with $50M fund. Aptos committed $50M to AI agent infrastructure, backing Decibel and Shelby as onchain payments and machine trading expand across crypto AI.",positive,importante,
